loyalty_id,loyalty_number,loyalty_status,loyalty_count
lo39375,796936,Elite,1
lo39376,371065,Gold,1
lo39377,810767,Silver,1
lo39378,792695,Gold,1
lo39379,153807,Gold,1
lo39380,535421,Platinum,1
lo39381,846568,Gold,1
lo39382,941127,Silver,1
lo39383,863803,Silver,1
lo39384,384554,Silver,1
lo39385,267946,Silver,1
lo39386,158035,Silver,1
lo39387,869832,Silver,1
lo39388,959261,Gold,1
lo39389,772885,Elite,1
lo39390,229621,Gold,1
lo39391,949777,Elite,1
lo39392,108654,Gold,1
lo39393,569523,Elite,1
lo39394,860960,Elite,1
lo39395,177383,Silver,1
lo39396,560244,Gold,1
lo39397,126631,Gold,1
lo39398,747756,Silver,1
lo39399,681845,Platinum,1
lo39400,351296,Silver,1
lo39401,848857,Elite,1
lo39402,546259,Silver,1
lo39403,839000,Silver,1
lo39404,933768,Gold,1
lo39405,163834,Gold,1
lo39406,942102,Silver,1
lo39407,312382,Gold,1
lo39408,244878,Silver,1
lo39409,211772,Gold,1
lo39410,215260,Gold,1
lo39411,144872,Silver,1
lo39412,116240,Gold,1
lo39413,984545,Silver,1
lo39414,103699,Gold,1
lo39415,188272,Elite,1
lo39416,263690,Elite,1
lo39417,523504,Elite,1
lo39418,771901,Gold,1
lo39419,801227,Silver,1
lo39420,382698,Elite,1
lo39421,793125,Gold,1
lo39422,106423,Gold,1
lo39423,559505,Gold,1
lo39424,862072,Gold,1
lo39425,639466,Elite,1
lo39426,382433,Elite,1
lo39427,233390,Silver,1
lo39428,774647,Elite,1
lo39429,939802,Elite,1
lo39430,483744,VIP,1
lo39431,289613,Gold,1
lo39432,571289,Gold,1
lo39433,952629,Silver,1
lo39434,968316,Gold,1
lo39435,672600,Gold,1
lo39436,401603,Elite,1
lo39437,700650,Gold,1
lo39438,578036,Elite,1
lo39439,333640,Gold,1
lo39440,615989,Gold,1
lo39441,863487,Elite,1
lo39442,585466,Silver,1
lo39443,295472,Elite,1
lo39444,394946,Platinum,1
lo39445,949175,Elite,1
lo39446,363195,Gold,1
lo39447,523871,Gold,1
lo39448,122171,Elite,1
lo39449,795573,Silver,1
lo39450,678795,Gold,1
lo39451,779264,Gold,1
lo39452,887982,Silver,1
lo39453,674552,Silver,1
lo39454,751660,Silver,1
lo39455,615394,Elite,1
lo39456,272148,Elite,1
lo39457,371085,Gold,1
lo39458,467473,Gold,1
lo39459,508649,Gold,1
lo39460,228352,Gold,1
lo39461,390430,Elite,1
lo39462,819724,Gold,1
lo39463,367753,Gold,1
lo39464,508336,Gold,1
lo39465,856872,Elite,1
lo39466,497971,Silver,1
lo39467,353268,Elite,1
lo39468,795301,Elite,1
lo39469,782639,Silver,1
lo39470,198570,Gold,1
lo39471,323024,Silver,1
lo39472,602353,Elite,1
lo39473,693508,Elite,1
lo39474,238380,Elite,1
lo39475,630478,Elite,1
lo39476,263921,Gold,1
lo39477,463907,Gold,1
lo39478,781730,Gold,1
lo39479,490776,Silver,1
lo39480,691518,VIP,1
lo39481,532334,Silver,1
lo39482,914937,Silver,1
lo39483,246565,Gold,1
lo39484,550236,Gold,1
lo39485,636110,Silver,1
lo39486,485282,Gold,1
lo39487,577485,Silver,1
lo39488,947876,Silver,1
lo39489,120398,Elite,1
lo39490,155803,Silver,1
lo39491,584721,Silver,1
lo39492,811140,Gold,1
lo39493,952672,Elite,1
lo39494,882025,Gold,1
lo39495,408678,Silver,1
lo39496,127484,Gold,1
lo39497,829657,Silver,1
lo39498,488276,Elite,1
lo39499,462459,Silver,1
lo39500,154807,Gold,1
lo39501,505990,Silver,1
lo39502,808936,Gold,1
lo39503,158885,Elite,1
lo39504,794348,Silver,1
lo39505,738632,Gold,1
lo39506,426346,Gold,1
lo39507,242844,Elite,1
lo39508,963017,Gold,1
lo39509,530842,VIP,1
lo39510,114835,Elite,1
lo39511,907934,Gold,1
lo39512,313244,Silver,1
lo39513,731958,Elite,1
lo39514,260240,Elite,1
lo39515,756404,Gold,1
lo39516,590227,Elite,1
lo39517,872676,Gold,1
lo39518,598532,Elite,1
lo39519,181767,Silver,1
lo39520,533365,Elite,1
lo39521,641327,Silver,1
lo39522,925393,Elite,1
lo39523,796117,Silver,1
lo39524,983739,Silver,1
lo39525,445115,Silver,1
lo39526,505406,Gold,1
lo39527,103256,Silver,1
lo39528,938682,Silver,1
lo39529,346205,Gold,1
lo39530,757584,Elite,1
lo39531,432302,Silver,1
lo39532,477150,Gold,1
lo39533,102137,Silver,1
lo39534,934632,Gold,1
lo39535,672336,Elite,1
lo39536,489117,Elite,1
lo39537,963881,Elite,1
lo39538,616118,Silver,1
lo39539,114983,Silver,1
lo39540,457898,Silver,1
lo39541,702075,Gold,1
lo39542,456709,Elite,1
lo39543,436569,Elite,1
lo39544,724276,Silver,1
lo39545,277983,Silver,1
lo39546,298344,Elite,1
lo39547,181770,Silver,1
lo39548,395166,Elite,1
lo39549,551556,Silver,1
lo39550,808867,Silver,1
lo39551,419275,Elite,1
lo39552,844159,Gold,1
lo39553,261842,Elite,1
lo39554,348172,Gold,1
lo39555,688132,Elite,1
lo39556,589097,Silver,1
lo39557,827619,Gold,1
lo39558,772636,Silver,1
lo39559,381636,Elite,1
lo39560,689419,Elite,1
lo39561,306886,Elite,1
lo39562,745504,Silver,1
lo39563,679211,Gold,1
lo39564,869051,Gold,1
lo39565,347955,Elite,1
lo39566,954093,Platinum,1
lo39567,353128,Elite,1
lo39568,680213,VIP,1
lo39569,823363,Elite,1
lo39570,493513,Gold,1
lo39571,907077,Elite,1
lo39572,293399,Gold,1
lo39573,402967,Elite,1
lo39574,788870,Elite,1
lo39575,784385,Elite,1
lo39576,629672,Elite,1
lo39577,681250,Gold,1
lo39578,747286,Elite,1
lo39579,508119,Silver,1
lo39580,455249,Silver,1
lo39581,971824,Gold,1
lo39582,691935,Gold,1
lo39583,207172,Silver,1
lo39584,620589,VIP,1
lo39585,525130,Elite,1
lo39586,133468,Elite,1
lo39587,265468,Elite,1
lo39588,951175,Gold,1
lo39589,391861,Elite,1
lo39590,531639,Silver,1
lo39591,445389,Elite,1
lo39592,263785,Silver,1
lo39593,536885,Silver,1
lo39594,999047,Elite,1
lo39595,978595,Gold,1
lo39596,258678,Gold,1
lo39597,655210,Silver,1
lo39598,811321,Silver,1
lo39599,291373,Silver,1
lo39600,161766,Silver,1
lo39601,777934,Silver,1
lo39602,317075,Elite,1
lo39603,990997,Silver,1
lo39604,536959,Silver,1
lo39605,363925,Elite,1
lo39606,685144,Platinum,1
lo39607,938823,Gold,1
lo39608,592833,Silver,1
lo39609,741371,Silver,1
lo39610,774455,Silver,1
lo39611,362321,Silver,1
lo39612,442159,Elite,1
lo39613,530621,Silver,1
lo39614,785708,Silver,1
lo39615,828587,Silver,1
lo39616,327893,Silver,1
lo39617,518453,Elite,1
lo39618,636566,Silver,1
lo39619,813695,Silver,1
lo39620,188842,Elite,1
lo39621,620515,Gold,1
lo39622,440271,Elite,1
lo39623,603085,Gold,1
lo39624,663604,Silver,1
lo39625,535413,Elite,1
lo39626,289253,Silver,1
lo39627,725291,Elite,1
lo39628,390546,Silver,1
lo39629,620887,Elite,1
lo39630,528642,Gold,1
lo39631,775768,Elite,1
lo39632,556755,Silver,1
lo39633,300094,Silver,1
lo39634,877835,Elite,1
lo39635,132614,Silver,1
lo39636,938844,Silver,1
lo39637,189198,Silver,1
lo39638,595529,Silver,1
lo39639,603545,Gold,1
lo39640,359344,Silver,1
lo39641,739773,Silver,1
lo39642,861242,Elite,1
lo39643,761927,VIP,1
lo39644,860424,Silver,1
lo39645,810528,Elite,1
lo39646,977853,Gold,1
lo39647,240590,Elite,1
lo39648,825665,Elite,1
lo39649,958942,Silver,1
lo39650,819521,Silver,1
lo39651,633627,Silver,1
lo39652,105225,Silver,1
lo39653,523768,Silver,1
lo39654,736504,Gold,1
lo39655,299626,Elite,1
lo39656,361635,Elite,1
lo39657,884030,Gold,1
lo39658,311416,Bronze,1
lo39659,129206,Elite,1
lo39660,266497,Silver,1
lo39661,277489,Silver,1
lo39662,701157,Elite,1
lo39663,841689,Gold,1
lo39664,299151,Elite,1
lo39665,421744,Gold,1
lo39666,782124,Gold,1
lo39667,368875,Elite,1
lo39668,283549,VIP,1
lo39669,428576,Silver,1
lo39670,417862,Elite,1
lo39671,722120,Gold,1
lo39672,539106,Silver,1
lo39673,841957,Gold,1
lo39674,628687,VIP,1
lo39675,779258,Platinum,1
lo39676,877871,Silver,1
lo39677,484769,Silver,1
lo39678,647888,Silver,1
lo39679,818567,Gold,1
lo39680,894812,Elite,1
lo39681,140381,Silver,1
lo39682,472346,Silver,1
lo39683,170710,Elite,1
lo39684,892630,Silver,1
lo39685,627772,VIP,1
lo39686,839031,Silver,1
lo39687,176034,Elite,1
lo39688,362248,Silver,1
lo39689,980478,Silver,1
lo39690,496199,Silver,1
lo39691,166521,Silver,1
lo39692,198735,Silver,1
lo39693,545889,Gold,1
lo39694,483198,Gold,1
lo39695,877011,Silver,1
lo39696,504589,Elite,1
lo39697,357903,Elite,1
lo39698,547528,Silver,1
lo39699,924429,Elite,1
lo39700,448358,Elite,1
lo39701,604278,Silver,1
lo39702,876498,Silver,1
lo39703,372567,Gold,1
lo39704,673904,Elite,1
lo39705,374293,Silver,1
lo39706,114385,Elite,1
lo39707,622171,Elite,1
lo39708,670583,Gold,1
lo39709,111171,Elite,1
lo39710,223946,Elite,1
lo39711,554319,Gold,1
lo39712,640772,Elite,1
lo39713,109478,Silver,1
lo39714,685683,Silver,1
lo39715,449451,Silver,1
lo39716,314215,Elite,1
lo39717,232526,Elite,1
lo39718,755332,Silver,1
lo39719,776604,Gold,1
lo39720,538803,Silver,1
lo39721,921298,Silver,1
lo39722,770840,Elite,1
lo39723,683137,Silver,1
lo39724,104668,Platinum,1
lo39725,740100,Silver,1
lo39726,604438,Silver,1
lo39727,817787,Gold,1
lo39728,847827,Gold,1
lo39729,469718,Elite,1
lo39730,409603,Platinum,1
lo39731,209093,Elite,1
lo39732,702482,Elite,1
lo39733,372109,Silver,1
lo39734,606877,Silver,1
lo39735,336247,Silver,1
lo39736,926961,Silver,1
lo39737,960666,Silver,1
lo39738,711680,Silver,1
lo39739,307577,Silver,1
lo39740,823048,Elite,1
lo39741,953327,Gold,1
lo39742,492159,Elite,1
lo39743,503573,Silver,1
lo39744,405903,Silver,1
lo39745,302824,Silver,1
lo39746,174743,Silver,1
lo39747,944365,Elite,1
lo39748,880330,Elite,1
lo39749,789826,Silver,1
lo39750,871030,Silver,1
lo39751,594846,Silver,1
lo39752,827668,Silver,1
lo39753,290638,Elite,1
lo39754,178348,Elite,1
lo39755,142925,Gold,1
lo39756,383562,Silver,1
lo39757,615528,Silver,1
lo39758,225282,Silver,1
lo39759,326703,Silver,1
lo39760,603843,VIP,1
lo39761,269310,Elite,1
lo39762,400072,Elite,1
lo39763,937312,Silver,1
lo39764,803789,Silver,1
lo39765,514186,Elite,1
lo39766,879336,Platinum,1
lo39767,647456,Gold,1
lo39768,546196,Elite,1
lo39769,591300,Silver,1
lo39770,471620,Elite,1
lo39771,931815,Silver,1
lo39772,690621,Silver,1
lo39773,607985,Gold,1
lo39774,505036,Silver,1
lo39775,847238,Silver,1
lo39776,137858,Gold,1
lo39777,477869,Silver,1
lo39778,731782,Silver,1
lo39779,239396,Elite,1
lo39780,928118,Silver,1
lo39781,218362,Elite,1
lo39782,766416,Elite,1
lo39783,210007,Elite,1
lo39784,292044,Gold,1
lo39785,195419,Elite,1
lo39786,826890,Gold,1
lo39787,638528,Elite,1
lo39788,924988,Elite,1
lo39789,263764,Elite,1
lo39790,526519,Gold,1
lo39791,387897,Elite,1
lo39792,720069,Elite,1
lo39793,167901,Elite,1
lo39794,680390,Gold,1
lo39795,927714,Silver,1
lo39796,718989,Silver,1
lo39797,565420,Elite,1
lo39798,541998,Silver,1
lo39799,929880,Elite,1
lo39800,564481,Silver,1
lo39801,825484,Elite,1
lo39802,444370,Silver,1
lo39803,332981,Silver,1
lo39804,405298,Elite,1
lo39805,381539,Elite,1
lo39806,306051,Silver,1
lo39807,198114,Gold,1
lo39808,678205,Silver,1
lo39809,208340,Elite,1
lo39810,352207,Elite,1
lo39811,877034,Silver,1
lo39812,627144,Silver,1
lo39813,117033,Silver,1
lo39814,653539,Elite,1
lo39815,534813,Silver,1
lo39816,921057,Silver,1
lo39817,912690,Silver,1
lo39818,413347,Silver,1
lo39819,691176,Elite,1
lo39820,702222,Silver,1
lo39821,349918,Elite,1
lo39822,639383,Elite,1
lo39823,720144,Gold,1
lo39824,898785,Silver,1
lo39825,702261,Elite,1
lo39826,196757,Elite,1
lo39827,751824,Gold,1
lo39828,662292,Elite,1
lo39829,965480,Silver,1
lo39830,786459,Silver,1
lo39831,638610,Silver,1
lo39832,197558,Silver,1
lo39833,352298,Silver,1
lo39834,364264,Gold,1
lo39835,486595,Gold,1
lo39836,239182,Silver,1
lo39837,843353,Gold,1
lo39838,230341,Silver,1
lo39839,964393,Silver,1
lo39840,345177,Silver,1
lo39841,826230,Platinum,1
lo39842,910981,Silver,1
lo39843,587524,Elite,1
lo39844,972954,Silver,1
lo39845,810746,Silver,1
lo39846,906158,Elite,1
lo39847,623686,Silver,1
lo39848,907630,Elite,1
lo39849,777351,Gold,1
lo39850,676922,Silver,1
lo39851,786230,Elite,1
lo39852,343931,Elite,1
lo39853,764062,Silver,1
lo39854,192898,Silver,1
lo39855,173761,Elite,1
lo39856,718491,Silver,1
lo39857,121011,Silver,1
lo39858,248416,Silver,1
lo39859,293575,Elite,1
lo39860,544553,Gold,1
lo39861,412580,Silver,1
lo39862,971047,Elite,1
lo39863,341728,Elite,1
lo39864,546652,Elite,1
lo39865,276289,Silver,1
lo39866,673124,Silver,1
lo39867,909784,Elite,1
lo39868,159066,Elite,1
lo39869,838885,Elite,1
lo39870,655263,Silver,1
lo39871,344629,Silver,1
lo39872,890229,Elite,1
lo39873,146110,Silver,1
lo39874,932572,Silver,1
lo39875,321936,Gold,1
lo39876,308480,Elite,1
lo39877,925339,Gold,1
lo39878,126299,Elite,1
lo39879,701030,Elite,1
lo39880,959139,Gold,1
lo39881,462941,Silver,1
lo39882,106444,Elite,1
lo39883,613914,Silver,1
lo39884,193509,Gold,1
lo39885,308591,Silver,1
lo39886,454073,Elite,1
lo39887,179408,Silver,1
lo39888,986764,Silver,1
lo39889,643281,Gold,1
lo39890,690494,Silver,1
lo39891,924695,Silver,1
lo39892,631051,Silver,1
lo39893,553224,Silver,1
lo39894,895560,VIP,1
lo39895,481201,Elite,1
lo39896,966638,Gold,1
lo39897,613091,Silver,1
lo39898,591503,VIP,1
lo39899,889734,Elite,1
lo39900,890650,Elite,1
lo39901,809072,Silver,1
lo39902,779435,Elite,1
lo39903,467046,Elite,1
lo39904,557351,Elite,1
lo39905,663666,Elite,1
lo39906,897904,Gold,1
lo39907,792346,Silver,1
lo39908,236404,Silver,1
lo39909,630920,Silver,1
lo39910,316852,Silver,1
lo39911,916323,Silver,1
lo39912,687917,Silver,1
lo39913,316806,Silver,1
lo39914,389120,Elite,1
lo39915,703215,Silver,1
lo39916,955292,Elite,1
lo39917,751045,Gold,1
lo39918,292358,Silver,1
lo39919,311870,Gold,1
lo39920,127540,Silver,1
lo39921,959892,Elite,1
lo39922,108022,Silver,1
lo39923,707754,Elite,1
lo39924,439664,Elite,1
lo39925,801241,Silver,1
lo39926,125472,Silver,1
lo39927,624528,Silver,1
lo39928,948531,Elite,1
lo39929,983872,Elite,1
lo39930,802079,Silver,1
lo39931,655452,Elite,1
lo39932,493601,Silver,1
lo39933,415284,Gold,1
lo39934,622546,Elite,1
lo39935,827802,Elite,1
lo39936,624216,Silver,1
lo39937,528637,Elite,1
lo39938,571510,Elite,1
lo39939,793531,Silver,1
lo39940,161415,Gold,1
lo39941,391049,Elite,1
lo39942,399154,Elite,1
lo39943,478334,Silver,1
lo39944,770490,Elite,1
lo39945,806639,Elite,1
lo39946,349919,Elite,1
lo39947,300371,VIP,1
lo39948,206680,Gold,1
lo39949,712719,Silver,1
lo39950,323720,Silver,1
lo39951,602258,Elite,1
lo39952,114700,Silver,1
lo39953,712752,Silver,1
lo39954,166239,Elite,1
lo39955,443006,Silver,1
lo39956,619786,Silver,1
lo39957,169661,Elite,1
lo39958,187656,Silver,1
lo39959,489534,Gold,1
lo39960,772474,Silver,1
lo39961,313365,Elite,1
lo39962,504303,VIP,1
lo39963,419085,Platinum,1
lo39964,744191,Elite,1
lo39965,845482,Elite,1
lo39966,453133,Elite,1
lo39967,236954,Gold,1
lo39968,578234,Silver,1
lo39969,880681,Silver,1
lo39970,772827,Gold,1
lo39971,453274,Silver,1
lo39972,610703,Silver,1
lo39973,989725,Elite,1
lo39974,193150,Elite,1
lo39975,290428,Silver,1
lo39976,434367,Silver,1
lo39977,444264,Gold,1
lo39978,956148,Silver,1
lo39979,633664,Elite,1
lo39980,214275,Elite,1
lo39981,581671,Elite,1
lo39982,473144,Silver,1
lo39983,216487,Silver,1
lo39984,797991,Elite,1
lo39985,139358,Silver,1
lo39986,211170,Platinum,1
lo39987,711565,Elite,1
lo39988,829122,Elite,1
lo39989,125417,Silver,1
lo39990,849629,Elite,1
lo39991,294435,Silver,1
lo39992,325221,Elite,1
lo39993,831930,Gold,1
lo39994,313675,Gold,1
lo39995,493575,Elite,1
lo39996,302057,Silver,1
lo39997,919338,Elite,1
lo39998,852012,Elite,1
lo39999,497354,Silver,1
lo40000,436176,Silver,1
lo40001,510182,Silver,1
lo40002,107503,Silver,1
lo40003,371672,Silver,1
lo40004,898307,Gold,1
lo40005,868659,Gold,1
lo40006,431708,Silver,1
lo40007,448792,Elite,1
lo40008,766386,Elite,1
lo40009,957310,Silver,1
lo40010,381010,Silver,1
lo40011,893532,Gold,1
lo40012,933647,Silver,1
lo40013,309584,Silver,1
lo40014,458963,Silver,1
lo40015,117618,Silver,1
lo40016,596457,Elite,1
lo40017,536481,Elite,1
lo40018,614090,Elite,1
lo40019,457489,Silver,1
lo40020,355074,Silver,1
lo40021,763000,Silver,1
lo40022,707519,Elite,1
lo40023,800383,Gold,1
lo40024,721663,Gold,1
lo40025,668832,Gold,1
lo40026,553674,Elite,1
lo40027,317327,Silver,1
lo40028,477765,Elite,1
lo40029,525825,Silver,1
lo40030,201680,Elite,1
lo40031,418824,Silver,1
lo40032,299113,Elite,1
lo40033,981324,Elite,1
lo40034,690797,Elite,1
lo40035,267051,Silver,1
lo40036,839504,Elite,1
lo40037,824248,Silver,1
lo40038,194636,Elite,1
lo40039,507700,Silver,1
lo40040,948290,Gold,1
lo40041,632435,Silver,1
lo40042,893144,Silver,1
lo40043,586191,Silver,1
lo40044,928916,Silver,1
lo40045,958931,Silver,1
lo40046,464275,Silver,1
lo40047,680548,Silver,1
lo40048,988234,Silver,1
lo40049,850841,Elite,1
lo40050,509962,Elite,1
lo40051,523122,Elite,1
lo40052,829003,Silver,1
lo40053,917464,Gold,1
lo40054,570738,Silver,1
lo40055,945430,Silver,1
lo40056,572267,Elite,1
lo40057,963613,Elite,1
lo40058,712813,Elite,1
lo40059,897300,Silver,1
lo40060,926032,Elite,1
lo40061,288164,Gold,1
lo40062,224438,Silver,1
lo40063,705484,Silver,1
lo40064,312038,Gold,1
lo40065,878120,Silver,1
lo40066,818207,Silver,1
lo40067,916455,Silver,1
lo40068,312074,Elite,1
lo40069,340783,Elite,1
lo40070,138751,Silver,1
lo40071,367601,Silver,1
lo40072,210687,Silver,1
lo40073,203815,VIP,1
lo40074,992542,Silver,1
lo40075,770819,Silver,1
lo40076,130860,Elite,1
lo40077,109022,Gold,1
lo40078,668333,Elite,1
lo40079,471297,Silver,1
lo40080,265224,Silver,1
lo40081,926259,Gold,1
lo40082,732362,Silver,1
lo40083,368181,Gold,1
lo40084,549504,Elite,1
lo40085,662430,Gold,1
lo40086,328574,Silver,1
lo40087,341889,Silver,1
lo40088,952955,Elite,1
lo40089,451425,Silver,1
lo40090,565669,Elite,1
lo40091,576181,Gold,1
lo40092,668219,Gold,1
lo40093,838650,Silver,1
lo40094,449926,Gold,1
lo40095,580447,Elite,1
lo40096,818995,Elite,1
lo40097,460163,Gold,1
lo40098,987181,Silver,1
lo40099,656841,Gold,1
lo40100,825515,Silver,1
lo40101,326803,Silver,1
lo40102,561874,Silver,1
lo40103,297665,Elite,1
lo40104,368071,Silver,1
lo40105,261012,Elite,1
lo40106,464780,Silver,1
lo40107,138908,Gold,1
lo40108,972165,Gold,1
lo40109,727819,Elite,1
lo40110,954836,Silver,1
lo40111,874664,Gold,1
lo40112,942194,Silver,1
lo40113,641704,Silver,1
lo40114,962252,Silver,1
lo40115,575384,Gold,1
lo40116,135578,Elite,1
lo40117,436247,Elite,1
lo40118,971613,Elite,1
lo40119,296579,Silver,1
lo40120,362471,Elite,1
lo40121,156578,Silver,1
lo40122,189613,Elite,1
lo40123,393069,Elite,1
lo40124,136949,Silver,1
lo40125,278059,Silver,1
lo40126,136035,Gold,1
lo40127,691335,Gold,1
lo40128,592495,Silver,1
lo40129,442804,Platinum,1
lo40130,981097,Elite,1
lo40131,703366,Silver,1
lo40132,805391,Elite,1
lo40133,490369,Elite,1
lo40134,479294,Gold,1
lo40135,310911,Elite,1
lo40136,390016,Gold,1
lo40137,243875,Elite,1
lo40138,552485,Gold,1
lo40139,112729,Gold,1
lo40140,457788,Gold,1
lo40141,662166,Elite,1
lo40142,593345,Silver,1
lo40143,895367,Elite,1
lo40144,710068,Gold,1
lo40145,541487,Silver,1
lo40146,512097,Gold,1
lo40147,265784,Elite,1
lo40148,690454,Elite,1
lo40149,628236,Gold,1
lo40150,726940,Elite,1
lo40151,738079,Elite,1
lo40152,869970,Silver,1
lo40153,955649,Silver,1
lo40154,197937,Silver,1
lo40155,653857,Elite,1
lo40156,636917,Elite,1
lo40157,850127,Elite,1
lo40158,976886,Silver,1
lo40159,184973,Silver,1
lo40160,561818,Gold,1
lo40161,891455,Silver,1
lo40162,656610,Silver,1
lo40163,435860,Elite,1
lo40164,789190,Gold,1
lo40165,446848,Elite,1
lo40166,986167,Elite,1
lo40167,348753,Gold,1
lo40168,491557,Gold,1
lo40169,219461,Gold,1
lo40170,884267,Elite,1
lo40171,494498,Elite,1
lo40172,551055,VIP,1
lo40173,594606,Silver,1
lo40174,202864,Elite,1
lo40175,398830,Elite,1
lo40176,287643,Silver,1
lo40177,968842,Elite,1
lo40178,721437,Elite,1
lo40179,826725,Silver,1
lo40180,261044,Gold,1
lo40181,924541,Silver,1
lo40182,697567,Elite,1
lo40183,346991,Silver,1
lo40184,252025,Elite,1
lo40185,959078,Silver,1
lo40186,375451,Gold,1
lo40187,575126,Silver,1
lo40188,357908,Gold,1
lo40189,736286,Elite,1
lo40190,574088,Gold,1
lo40191,131673,Elite,1
lo40192,218913,Elite,1
lo40193,654999,Silver,1
lo40194,774258,Elite,1
lo40195,433543,Gold,1
lo40196,160308,Gold,1
lo40197,187561,Elite,1
lo40198,645688,Gold,1
lo40199,437385,Silver,1
lo40200,697895,Silver,1
lo40201,381798,Elite,1
lo40202,667789,Silver,1
lo40203,214216,Elite,1
lo40204,185306,Elite,1
lo40205,867863,Elite,1
lo40206,772960,Silver,1
lo40207,786255,Elite,1
lo40208,524531,Elite,1
lo40209,738432,Elite,1
lo40210,608688,Elite,1
lo40211,655262,Silver,1
lo40212,410807,Silver,1
lo40213,241161,VIP,1
lo40214,428977,Silver,1
lo40215,981150,Silver,1
lo40216,198354,Silver,1
lo40217,488065,Elite,1
lo40218,930041,Silver,1
lo40219,217054,Silver,1
lo40220,149240,Elite,1
lo40221,866353,Elite,1
lo40222,194293,Silver,1
lo40223,379650,Elite,1
lo40224,857682,Elite,1
lo40225,802002,VIP,1
lo40226,354517,Gold,1
lo40227,273540,Silver,1
lo40228,649802,Elite,1
lo40229,948146,Gold,1
lo40230,990614,Gold,1
lo40231,670606,Elite,1
lo40232,828509,Silver,1
lo40233,114414,Elite,1
lo40234,680159,Elite,1
lo40235,653082,Gold,1
lo40236,551655,Elite,1
lo40237,797154,Silver,1
lo40238,181987,Gold,1
lo40239,796627,Elite,1
lo40240,194232,Silver,1
lo40241,892971,Bronze,1
lo40242,474155,Elite,1
lo40243,884554,Gold,1
lo40244,711157,Silver,1
lo40245,215284,Elite,1
lo40246,812029,Elite,1
lo40247,410585,Gold,1
lo40248,258296,Elite,1
lo40249,485280,Silver,1
lo40250,461350,Silver,1
lo40251,625352,Platinum,1
lo40252,429011,Elite,1
lo40253,319221,Elite,1
lo40254,896800,Silver,1
lo40255,483300,Elite,1
lo40256,469237,Gold,1
lo40257,329173,Elite,1
lo40258,284621,Gold,1
lo40259,380754,Elite,1
lo40260,504089,Elite,1
lo40261,362839,Elite,1
lo40262,312545,Silver,1
lo40263,709497,Silver,1
lo40264,530266,Silver,1
lo40265,174863,Elite,1
lo40266,204424,Elite,1
lo40267,607741,Elite,1
lo40268,128520,Elite,1
lo40269,643295,Elite,1
lo40270,759256,Platinum,1
lo40271,491369,Elite,1
lo40272,856994,Silver,1
lo40273,925899,Elite,1
lo40274,812454,Silver,1
lo40275,389600,Silver,1
lo40276,307916,Silver,1
lo40277,377949,Platinum,1
lo40278,217508,Silver,1
lo40279,723298,Silver,1
lo40280,414716,Silver,1
lo40281,823191,Silver,1
lo40282,459164,VIP,1
lo40283,460291,Elite,1
lo40284,285653,Silver,1
lo40285,236123,Silver,1
lo40286,650203,Silver,1
lo40287,761916,Elite,1
lo40288,399065,Gold,1
lo40289,668253,Silver,1
lo40290,126984,Elite,1
lo40291,190344,Silver,1
lo40292,842805,Silver,1
lo40293,400349,Silver,1
lo40294,512694,Gold,1
lo40295,505976,Gold,1
lo40296,926998,Bronze,1
lo40297,939466,Bronze,1
lo40298,732606,Bronze,1
lo40299,525330,Bronze,1
lo40300,851021,Bronze,1
lo40301,826785,Bronze,1
lo40302,239041,Bronze,1
lo40303,395340,Bronze,1
lo40304,108086,Bronze,1
lo40305,179673,Bronze,1
lo40306,434113,Bronze,1
lo40307,850748,Bronze,1
lo40308,527342,Bronze,1
lo40309,103165,Bronze,1
lo40310,547227,Bronze,1
lo40311,677233,Gold,1
lo40312,153943,Bronze,1
lo40313,366849,Bronze,1
lo40314,128909,Gold,1
lo40315,673178,Bronze,1
lo40316,135084,Bronze,1
lo40317,892022,Bronze,1
lo40318,764449,Bronze,1
lo40319,608584,Bronze,1
lo40320,768661,Bronze,1
lo40321,228750,Bronze,1
lo40322,246755,Gold,1
lo40323,781780,Bronze,1
lo40324,841282,Bronze,1
lo40325,239933,Bronze,1
lo40326,359011,Silver,1
lo40327,619159,Gold,1
lo40328,191066,Gold,1
lo40329,481893,Bronze,1
lo40330,473093,Bronze,1
lo40331,721848,Bronze,1
lo40332,322294,Silver,1
lo40333,374113,Bronze,1
lo40334,447893,Bronze,1
lo40335,885682,Gold,1
lo40336,551248,Bronze,1
lo40337,770739,Gold,1
lo40338,913450,Bronze,1
lo40339,510513,Elite,1
lo40340,532468,Silver,1
lo40341,728655,Bronze,1
lo40342,782777,Gold,1
lo40343,390247,Bronze,1
lo40344,712098,Bronze,1
lo40345,112702,Gold,1
lo40346,364390,Elite,1
lo40347,640025,Bronze,1
lo40348,805203,Bronze,1
lo40349,652928,Bronze,1
lo40350,735446,Elite,1
lo40351,571254,Gold,1
lo40352,385593,Bronze,1
lo40353,510537,Elite,1
lo40354,266778,Gold,1
lo40355,101347,Gold,1
lo40356,619479,Elite,1
lo40357,875715,Bronze,1
lo40358,941802,Bronze,1
lo40359,587596,Bronze,1
lo40360,964204,Bronze,1
lo40361,169841,Bronze,1
lo40362,154533,Bronze,1
lo40363,905360,Gold,1
lo40364,279765,Bronze,1
lo40365,124247,Bronze,1
lo40366,429291,Bronze,1
lo40367,882409,Bronze,1
