location_id,country,province_or_state,city,location_code
l42881,Canada,British Columbia,Vancouver,Suburban
l42882,Germany,Hessen,Frankfurt,Rural
l42883,Germany,Hessen,Frankfurt,Rural
l42884,United Kingdom,Brighton and Hove,Maldon Road,Urban
l42885,Canada,Quebec,Montreal,Rural
l42886,United Kingdom,West Midlands,Birmingham,Suburban
l42887,Germany,Nordrhein-Westfalen,Dortmund,Urban
l42888,Canada,British Columbia,Vancouver,Rural
l42889,United States,California,Anaheim,Suburban
l42890,Germany,Nordrhein-Westfalen,Bochum,Suburban
l42891,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l42892,Canada,Ontario,Toronto,Urban
l42893,Canada,Nova Scotia,Halifax,Suburban
l42894,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l42895,Canada,British Columbia,Whistler,Urban
l42896,United States,California,Los Angeles,Suburban
l42897,United States,Arizona,Phoenix,Suburban
l42898,United States,California,Oakland,Suburban
l42899,Germany,Hessen,Frankfurt,Rural
l42900,United States,California,San Diego,Urban
l42901,Canada,Ontario,Sudbury,Suburban
l42902,United Kingdom,Hampshire,Southampton,Suburban
l42903,United Kingdom,Greater London,London,Suburban
l42904,United Kingdom,West Midlands,Birmingham,Suburban
l42905,Germany,Bayern,Nurnberg,Suburban
l42906,United States,Colorado,Boulder,Suburban
l42907,United Kingdom,Greater London,London,Rural
l42908,Canada,Alberta,Peace River,Urban
l42909,Canada,Ontario,Toronto,Suburban
l42910,United States,California,San Francisco,Rural
l42911,Germany,Bayern,Munchen,Urban
l42912,Canada,Alberta,Banff,Suburban
l42913,Germany,Bremen,Bremen,Suburban
l42914,United States,Connecticut,Norwalk,Rural
l42915,United Kingdom,Reading,Robindale Avenue,Urban
l42916,Canada,Nova Scotia,Halifax,Rural
l42917,United States,Florida,Miami,Urban
l42918,Germany,Bayern,Nurnberg,Rural
l42919,Germany,Hamburg,Hamburg,Rural
l42920,United Kingdom,Greater London,London,Rural
l42921,United Kingdom,West Midlands,Birmingham,Suburban
l42922,Germany,Bremen,Bremen,Suburban
l42923,United States,California,Los Angeles,Rural
l42924,United States,Florida,Miami,Suburban
l42925,United States,Florida,Miami,Suburban
l42926,United Kingdom,Greater London,London,Rural
l42927,Canada,Ontario,Trenton,Suburban
l42928,Germany,Berlin,Berlin,Urban
l42929,Canada,Ontario,Toronto,Urban
l42930,Canada,New Brunswick,Fredericton,Suburban
l42931,United States,California,Los Angeles,Urban
l42932,Canada,Ontario,Toronto,Suburban
l42933,United States,Colorado,Colorado Springs,Suburban
l42934,United Kingdom,West Midlands,Birmingham,Suburban
l42935,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l42936,Canada,British Columbia,Dawson Creek,Suburban
l42937,Canada,British Columbia,Vancouver,Urban
l42938,Canada,Quebec,Montreal,Rural
l42939,United States,Alabama,Birmingham,Rural
l42940,United Kingdom,Greater London,London,Suburban
l42941,Germany,Bremen,Bremen,Urban
l42942,Canada,Quebec,Montreal,Rural
l42943,United Kingdom,Greater London,London,Rural
l42944,United Kingdom,Greater London,London,Suburban
l42945,Canada,British Columbia,Vancouver,Rural
l42946,Canada,Quebec,Montreal,Suburban
l42947,United Kingdom,Greater London,London,Urban
l42948,Germany,Sachsen,Dresden,Suburban
l42949,United Kingdom,Greater London,London,Urban
l42950,United Kingdom,Brighton and Hove,Franklin Street,Rural
l42951,United States,California,Los Angeles,Urban
l42952,United Kingdom,Hampshire,Southampton,Suburban
l42953,United Kingdom,Oxfordshire,Oxford,Urban
l42954,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l42955,Canada,Quebec,Montreal,Suburban
l42956,United States,Colorado,Denver,Suburban
l42957,United Kingdom,Hampshire,Southampton,Urban
l42958,Canada,Quebec,Quebec City,Urban
l42959,United Kingdom,Oxfordshire,Oxford,Rural
l42960,United States,Florida,Miami,Suburban
l42961,Germany,Bremen,Bremen,Rural
l42962,Germany,Sachsen,Dresden,Suburban
l42963,Germany,Berlin,Berlin,Suburban
l42964,United Kingdom,Brighton and Hove,Eley Drive,Urban
l42965,Germany,Sachsen-Anhalt,Magdeburg,Rural
l42966,United States,California,Oakland,Rural
l42967,United States,Florida,Miami,Rural
l42968,Canada,Ontario,Toronto,Urban
l42969,United States,California,Oakland,Rural
l42970,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l42971,Germany,Berlin,Berlin,Suburban
l42972,Canada,British Columbia,Vancouver,Suburban
l42973,United States,California,Los Angeles,Suburban
l42974,United Kingdom,Hampshire,Southampton,Urban
l42975,United States,Connecticut,Norwalk,Rural
l42976,Germany,Bayern,Landshut,Urban
l42977,United States,California,Los Angeles,Rural
l42978,United Kingdom,West Midlands,Birmingham,Rural
l42979,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l42980,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l42981,United Kingdom,Greater London,London,Suburban
l42982,Germany,Hessen,Frankfurt,Rural
l42983,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l42984,United Kingdom,Hampshire,Southampton,Suburban
l42985,United Kingdom,Brighton and Hove,Eley Drive,Rural
l42986,Germany,Bayern,Munchen,Suburban
l42987,Canada,British Columbia,Victoria,Suburban
l42988,Germany,Hessen,Frankfurt,Rural
l42989,United States,California,Los Angeles,Urban
l42990,Canada,British Columbia,Whistler,Suburban
l42991,United States,California,Oakland,Urban
l42992,Germany,Niedersachsen,Hannover,Urban
l42993,Germany,Niedersachsen,Hannover,Urban
l42994,United Kingdom,Hampshire,Southampton,Suburban
l42995,United Kingdom,Greater London,London,Suburban
l42996,United Kingdom,Greater London,London,Urban
l42997,United States,Arizona,Phoenix,Urban
l42998,Canada,Ontario,Toronto,Urban
l42999,United Kingdom,Greater London,London,Rural
l43000,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l43001,United States,California,San Francisco,Suburban
l43002,United States,Georgia,Savannah,Suburban
l43003,United Kingdom,West Midlands,Birmingham,Rural
l43004,United States,Florida,Miami,Rural
l43005,United States,Georgia,Savannah,Suburban
l43006,United States,California,San Diego,Rural
l43007,Canada,Quebec,Montreal,Suburban
l43008,Canada,Ontario,Toronto,Suburban
l43009,Canada,British Columbia,Vancouver,Urban
l43010,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l43011,Canada,Quebec,Montreal,Urban
l43012,Canada,Ontario,London,Rural
l43013,Canada,Quebec,Quebec City,Rural
l43014,Germany,Nordrhein-Westfalen,Dortmund,Urban
l43015,United States,Alaska,Juneau,Rural
l43016,United Kingdom,Greater London,London,Rural
l43017,Canada,Quebec,Montreal,Rural
l43018,Canada,Ontario,Trenton,Suburban
l43019,United States,California,San Diego,Rural
l43020,Canada,Quebec,Hull,Rural
l43021,United States,California,San Clara,Rural
l43022,Canada,Quebec,Tremblant,Suburban
l43023,United States,California,Los Angeles,Urban
l43024,Canada,British Columbia,Dawson Creek,Suburban
l43025,United Kingdom,West Midlands,Birmingham,Suburban
l43026,United Kingdom,Hampshire,Southampton,Suburban
l43027,United Kingdom,Greater London,London,Urban
l43028,United Kingdom,Greater London,London,Suburban
l43029,Canada,Quebec,Hull,Urban
l43030,United States,California,Los Angeles,Suburban
l43031,United States,Colorado,Denver,Urban
l43032,Germany,Bremen,Bremen,Rural
l43033,United Kingdom,Hampshire,Southampton,Rural
l43034,Canada,Manitoba,Winnipeg,Suburban
l43035,United Kingdom,Greater London,London,Urban
l43036,United States,California,San Diego,Urban
l43037,United Kingdom,Greater London,London,Suburban
l43038,Canada,Prince Edward Island,Charlottetown,Urban
l43039,United Kingdom,Oxfordshire,Oxford,Urban
l43040,United Kingdom,Oxfordshire,Oxford,Suburban
l43041,United Kingdom,Oxfordshire,Oxford,Rural
l43042,Canada,Ontario,Toronto,Suburban
l43043,Germany,Bayern,Nurnberg,Rural
l43044,Canada,Ontario,London,Rural
l43045,United States,California,Oakland,Urban
l43046,United States,Arizona,Phoenix,Rural
l43047,Germany,Bayern,Landshut,Suburban
l43048,Canada,British Columbia,Vancouver,Urban
l43049,United States,California,Pasadena,Urban
l43050,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l43051,United States,Florida,Orlando,Rural
l43052,United States,California,Los Angeles,Rural
l43053,Canada,Quebec,Montreal,Urban
l43054,Canada,Ontario,Toronto,Suburban
l43055,United States,Alabama,Birmingham,Urban
l43056,United States,Georgia,Savannah,Urban
l43057,Canada,British Columbia,Victoria,Suburban
l43058,Germany,Berlin,Berlin,Rural
l43059,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l43060,United Kingdom,Bristol,The Crescent,Rural
l43061,United Kingdom,Oxfordshire,Oxford,Urban
l43062,United States,Colorado,Denver,Rural
l43063,United Kingdom,Brighton and Hove,Eley Drive,Rural
l43064,United States,Florida,Miami,Suburban
l43065,Canada,British Columbia,Victoria,Suburban
l43066,Canada,British Columbia,Whistler,Suburban
l43067,United Kingdom,Reading,Ilkley Road,Suburban
l43068,Canada,British Columbia,Vancouver,Urban
l43069,Canada,Manitoba,Winnipeg,Rural
l43070,United States,Florida,Orlando,Suburban
l43071,Germany,Bayern,Landshut,Rural
l43072,Germany,Hessen,Frankfurt,Rural
l43073,United States,California,Los Angeles,Rural
l43074,Canada,Alberta,Banff,Urban
l43075,Canada,Quebec,Quebec City,Rural
l43076,Germany,Bremen,Bremen,Suburban
l43077,Germany,Hessen,Frankfurt,Rural
l43078,Canada,British Columbia,Vancouver,Rural
l43079,United States,Arizona,Phoenix,Urban
l43080,Germany,Berlin,Berlin,Suburban
l43081,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l43082,United States,California,Los Angeles,Suburban
l43083,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l43084,Germany,Hessen,Frankfurt,Suburban
l43085,United Kingdom,Greater London,London,Rural
l43086,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l43087,United States,Florida,Miami,Suburban
l43088,United States,California,Pasadena,Urban
l43089,United States,California,Los Angeles,Rural
l43090,Canada,Manitoba,Winnipeg,Rural
l43091,Canada,British Columbia,Whistler,Urban
l43092,United Kingdom,Greater London,London,Suburban
l43093,Canada,Ontario,Trenton,Suburban
l43094,United States,Colorado,Denver,Rural
l43095,United States,Colorado,Denver,Suburban
l43096,Canada,British Columbia,West Vancouver,Rural
l43097,Canada,British Columbia,Vancouver,Urban
l43098,United Kingdom,Brighton and Hove,Eley Drive,Urban
l43099,United States,California,San Diego,Suburban
l43100,United Kingdom,Greater London,London,Rural
l43101,Canada,Quebec,Montreal,Urban
l43102,United Kingdom,Hampshire,Southampton,Rural
l43103,Germany,Baden-Wurttemberg,Mannheim,Suburban
l43104,Germany,Sachsen,Dresden,Suburban
l43105,Canada,Quebec,Hull,Rural
l43106,United Kingdom,West Midlands,Birmingham,Urban
l43107,United States,Connecticut,Norwalk,Urban
l43108,Germany,Bayern,Nurnberg,Urban
l43109,Canada,British Columbia,Vancouver,Suburban
l43110,Canada,Ontario,Toronto,Urban
l43111,Canada,Ontario,Toronto,Suburban
l43112,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l43113,United States,California,Los Angeles,Rural
l43114,United States,California,Los Angeles,Rural
l43115,United States,California,Los Angeles,Rural
l43116,United Kingdom,West Midlands,Birmingham,Rural
l43117,United Kingdom,Greater London,London,Urban
l43118,United Kingdom,Reading,Ilkley Road,Urban
l43119,Canada,Ontario,Toronto,Urban
l43120,Canada,Ontario,Toronto,Suburban
l43121,United States,Delaware,Wilmington,Rural
l43122,United Kingdom,Brighton and Hove,Eley Drive,Rural
l43123,Canada,British Columbia,Vancouver,Suburban
l43124,Germany,Bayern,Munchen,Urban
l43125,United Kingdom,Reading,Ilkley Road,Rural
l43126,United Kingdom,Greater London,London,Suburban
l43127,Canada,Quebec,Montreal,Urban
l43128,United States,Alabama,Birmingham,Urban
l43129,Germany,Berlin,Berlin,Urban
l43130,United Kingdom,West Midlands,Birmingham,Suburban
l43131,United States,California,Berkeley,Suburban
l43132,United States,Alaska,Anchorage,Urban
l43133,United States,Florida,Orlando,Suburban
l43134,United Kingdom,Greater London,London,Suburban
l43135,United Kingdom,West Midlands,Birmingham,Suburban
l43136,United States,California,San Diego,Rural
l43137,United States,California,San Francisco,Rural
l43138,Germany,Berlin,Berlin,Rural
l43139,United Kingdom,Reading,Mayfield Drive,Suburban
l43140,United Kingdom,Hampshire,Southampton,Rural
l43141,United Kingdom,Hampshire,Southampton,Rural
l43142,Germany,Berlin,Berlin,Rural
l43143,Germany,Niedersachsen,Hannover,Urban
l43144,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l43145,Canada,Ontario,Toronto,Urban
l43146,Germany,Bayern,Nurnberg,Urban
l43147,Germany,Hamburg,Hamburg,Urban
l43148,United States,California,San Diego,Suburban
l43149,Canada,Ontario,Trenton,Suburban
l43150,Germany,Nordrhein-Westfalen,Arnsberg,Rural
l43151,Canada,Quebec,Montreal,Rural
l43152,Canada,British Columbia,Vancouver,Urban
l43153,United Kingdom,Brighton and Hove,Bear Road,Suburban
l43154,United Kingdom,Greater London,London,Urban
l43155,Germany,Hessen,Frankfurt,Suburban
l43156,United States,California,Los Angeles,Suburban
l43157,Germany,Berlin,Berlin,Rural
l43158,United Kingdom,Greater London,London,Suburban
l43159,Canada,Manitoba,Winnipeg,Urban
l43160,United Kingdom,Oxfordshire,Oxford,Rural
l43161,United Kingdom,Greater London,London,Urban
l43162,Canada,British Columbia,Vancouver,Urban
l43163,Canada,Quebec,Montreal,Suburban
l43164,Canada,British Columbia,Vancouver,Rural
l43165,Canada,British Columbia,Whistler,Urban
l43166,United States,California,San Francisco,Urban
l43167,Canada,Quebec,Hull,Rural
l43168,United Kingdom,West Midlands,Birmingham,Rural
l43169,Canada,Ontario,Toronto,Rural
l43170,United Kingdom,Greater London,London,Suburban
l43171,Canada,British Columbia,Whistler,Rural
l43172,United States,Alabama,Birmingham,Suburban
l43173,United States,California,San Francisco,Urban
l43174,United Kingdom,Greater London,London,Rural
l43175,United States,Colorado,Boulder,Urban
l43176,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l43177,Canada,British Columbia,Vancouver,Suburban
l43178,United States,California,Oakland,Suburban
l43179,Canada,Ontario,Toronto,Rural
l43180,United States,Alaska,Anchorage,Suburban
l43181,Canada,British Columbia,Vancouver,Rural
l43182,United States,Alabama,Birmingham,Urban
l43183,Germany,Bayern,Nurnberg,Rural
l43184,United States,California,San Francisco,Urban
l43185,United States,Arizona,Phoenix,Rural
l43186,Canada,British Columbia,Vancouver,Suburban
l43187,Germany,Sachsen,Dresden,Urban
l43188,United Kingdom,West Midlands,Birmingham,Rural
l43189,Canada,Ontario,Toronto,Urban
l43190,Canada,Ontario,London,Suburban
l43191,Canada,Manitoba,Winnipeg,Suburban
l43192,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l43193,United Kingdom,Brighton and Hove,Franklin Street,Urban
l43194,United States,California,Los Angeles,Rural
l43195,United States,Colorado,Boulder,Rural
l43196,United States,California,Los Angeles,Suburban
l43197,Canada,Manitoba,Winnipeg,Suburban
l43198,United Kingdom,West Midlands,Birmingham,Suburban
l43199,Canada,British Columbia,West Vancouver,Urban
l43200,United Kingdom,Reading,Ilkley Road,Urban
l43201,United States,Georgia,Atlanta,Urban
l43202,United Kingdom,Greater London,London,Rural
l43203,United Kingdom,Hampshire,Southampton,Suburban
l43204,Germany,Bayern,Munchen,Rural
l43205,Canada,Quebec,Montreal,Suburban
l43206,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l43207,United States,California,San Diego,Urban
l43208,Canada,Ontario,Sudbury,Rural
l43209,Germany,Niedersachsen,Hannover,Suburban
l43210,United States,California,Pasadena,Suburban
l43211,United Kingdom,Greater London,London,Rural
l43212,United States,Alabama,Montgomery,Suburban
l43213,United States,Colorado,Denver,Suburban
l43214,United Kingdom,Brighton and Hove,Eley Drive,Urban
l43215,United States,Florida,Miami,Rural
l43216,United States,California,Los Angeles,Suburban
l43217,United States,Colorado,Boulder,Suburban
l43218,Germany,Hessen,Russelsheim,Suburban
l43219,United Kingdom,Greater London,London,Rural
l43220,United States,Florida,Miami,Suburban
l43221,Germany,Bayern,Munchen,Rural
l43222,Germany,Baden-Wurttemberg,Leonberg,Urban
l43223,Germany,Hessen,Frankfurt,Suburban
l43224,Canada,British Columbia,Dawson Creek,Rural
l43225,United States,California,Oakland,Urban
l43226,United Kingdom,Oxfordshire,Oxford,Suburban
l43227,United Kingdom,Hampshire,Southampton,Urban
l43228,United States,Florida,Orlando,Urban
l43229,Germany,Bayern,Nurnberg,Rural
l43230,Canada,Quebec,Quebec City,Rural
l43231,United Kingdom,Bristol,The Crescent,Rural
l43232,Canada,British Columbia,Vancouver,Suburban
l43233,Germany,Sachsen,Dresden,Rural
l43234,United States,California,Los Angeles,Urban
l43235,Germany,Bremen,Bremen,Rural
l43236,United States,Florida,Miami,Rural
l43237,Canada,Ontario,Toronto,Suburban
l43238,United States,Delaware,Wilmington,Suburban
l43239,United Kingdom,Oxfordshire,Oxford,Rural
l43240,United States,California,San Diego,Suburban
l43241,United States,Florida,Miami,Suburban
l43242,Germany,Bayern,Munchen,Suburban
l43243,Canada,Ontario,Toronto,Urban
l43244,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l43245,United States,California,San Francisco,Rural
l43246,United States,Florida,Miami,Rural
l43247,Canada,British Columbia,Vancouver,Urban
l43248,Germany,Baden-Wurttemberg,Mannheim,Rural
l43249,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l43250,Canada,British Columbia,Vancouver,Suburban
l43251,United States,Florida,Miami,Urban
l43252,United States,Florida,Miami,Rural
l43253,Canada,British Columbia,Dawson Creek,Suburban
l43254,Germany,Nordrhein-Westfalen,Arnsberg,Urban
l43255,Canada,British Columbia,Vancouver,Urban
l43256,United Kingdom,Greater London,London,Rural
l43257,United States,Georgia,Atlanta,Rural
l43258,Canada,Quebec,Tremblant,Rural
l43259,Germany,Baden-Wurttemberg,Mannheim,Urban
l43260,Germany,Bremen,Bremen,Suburban
l43261,United States,California,Los Angeles,Rural
l43262,United States,California,San Francisco,Urban
l43263,Canada,New Brunswick,Fredericton,Rural
l43264,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l43265,United Kingdom,Hampshire,Southampton,Rural
l43266,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l43267,United Kingdom,Greater London,London,Urban
l43268,United Kingdom,Brighton and Hove,Eley Drive,Rural
l43269,United Kingdom,Greater London,London,Suburban
l43270,Germany,Sachsen,Dresden,Rural
l43271,United States,California,Los Angeles,Rural
l43272,United Kingdom,Greater London,London,Suburban
l43273,United Kingdom,Reading,Mayfield Drive,Urban
l43274,United States,Florida,Miami,Rural
l43275,United States,Florida,Miami,Urban
l43276,United States,Arizona,Phoenix,Urban
l43277,Canada,Ontario,Ottawa,Suburban
l43278,Canada,Ontario,Ottawa,Suburban
l43279,Canada,Ontario,Toronto,Rural
l43280,United States,California,Los Angeles,Suburban
l43281,United Kingdom,West Midlands,Birmingham,Rural
l43282,Germany,Nordrhein-Westfalen,Krefeld,Suburban
l43283,Germany,Sachsen,Dresden,Suburban
l43284,United Kingdom,Greater London,London,Rural
l43285,United States,Arizona,Phoenix,Urban
l43286,Germany,Hamburg,Hamburg,Suburban
l43287,United States,Delaware,Wilmington,Suburban
l43288,United States,Georgia,Savannah,Rural
l43289,Germany,Hessen,Frankfurt,Suburban
l43290,United Kingdom,Shropshire,Telford,Suburban
l43291,United States,Florida,Orlando,Urban
l43292,United Kingdom,Hampshire,Southampton,Urban
l43293,United States,Connecticut,Norwalk,Rural
l43294,United States,California,San Diego,Rural
l43295,United States,California,San Francisco,Suburban
l43296,Canada,Ontario,Toronto,Suburban
l43297,Canada,Ontario,Toronto,Rural
l43298,Canada,Ontario,Toronto,Rural
l43299,United Kingdom,West Midlands,Birmingham,Rural
l43300,Canada,British Columbia,Vancouver,Suburban
l43301,United Kingdom,Reading,Ilkley Road,Urban
l43302,United Kingdom,Oxfordshire,Oxford,Urban
l43303,United States,Colorado,Denver,Urban
l43304,United States,Connecticut,Norwalk,Rural
l43305,United Kingdom,Brighton and Hove,Maldon Road,Rural
l43306,United Kingdom,Brighton and Hove,Eley Drive,Urban
l43307,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l43308,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l43309,Germany,Baden-Wurttemberg,Leonberg,Rural
l43310,Germany,Bayern,Landshut,Suburban
l43311,Canada,Ontario,Sudbury,Suburban
l43312,Germany,Baden-Wurttemberg,Mannheim,Urban
l43313,Canada,British Columbia,Vancouver,Rural
l43314,Canada,Quebec,Montreal,Suburban
l43315,Canada,Quebec,Montreal,Urban
l43316,Germany,Bayern,Nurnberg,Urban
l43317,Canada,British Columbia,Victoria,Urban
l43318,Canada,British Columbia,Vancouver,Rural
l43319,United Kingdom,Greater London,London,Urban
l43320,Germany,Hessen,Frankfurt,Suburban
l43321,Germany,Rheinland-Pfalz,Mainz,Urban
l43322,United States,Florida,Miami,Urban
l43323,Germany,Niedersachsen,Hannover,Rural
l43324,United Kingdom,Reading,Ilkley Road,Urban
l43325,United Kingdom,Oxfordshire,Oxford,Suburban
l43326,United Kingdom,West Midlands,Birmingham,Suburban
l43327,Canada,Quebec,Tremblant,Rural
l43328,United States,Florida,Miami,Suburban
l43329,United States,Florida,Miami,Rural
l43330,United Kingdom,Greater London,London,Rural
l43331,United Kingdom,Greater London,London,Urban
l43332,Canada,Ontario,Toronto,Rural
l43333,Germany,Bremen,Bremen,Suburban
l43334,United Kingdom,Bristol,The Crescent,Urban
l43335,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l43336,Canada,Ontario,Toronto,Suburban
l43337,Canada,Quebec,Montreal,Suburban
l43338,United States,Colorado,Boulder,Suburban
l43339,Germany,Nordrhein-Westfalen,Arnsberg,Rural
l43340,Germany,Bremen,Bremen,Urban
l43341,United States,Florida,Miami,Rural
l43342,United States,California,Los Angeles,Rural
l43343,Canada,British Columbia,Dawson Creek,Suburban
l43344,United Kingdom,Reading,Robindale Avenue,Suburban
l43345,United Kingdom,Reading,Ilkley Road,Urban
l43346,Germany,Berlin,Berlin,Rural
l43347,Canada,British Columbia,Dawson Creek,Rural
l43348,United States,California,San Diego,Rural
l43349,Germany,Bremen,Bremen,Rural
l43350,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l43351,Canada,British Columbia,Vancouver,Urban
l43352,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l43353,Germany,Nordrhein-Westfalen,Krefeld,Urban
l43354,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l43355,Canada,Quebec,Hull,Rural
l43356,United States,California,San Francisco,Urban
l43357,Canada,Quebec,Tremblant,Urban
l43358,United States,Florida,Miami,Rural
l43359,Canada,Quebec,Tremblant,Urban
l43360,Canada,Ontario,Toronto,Suburban
l43361,Canada,Ontario,Toronto,Rural
l43362,Germany,Bayern,Munchen,Suburban
l43363,United Kingdom,West Midlands,Birmingham,Suburban
l43364,United Kingdom,Hampshire,Southampton,Suburban
l43365,Canada,British Columbia,West Vancouver,Suburban
l43366,United States,California,San Diego,Suburban
l43367,United States,California,Berkeley,Suburban
l43368,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l43369,Canada,British Columbia,Whistler,Rural
l43370,United States,California,Berkeley,Rural
l43371,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l43372,Canada,British Columbia,Dawson Creek,Urban
l43373,Germany,Bayern,Munchen,Rural
l43374,United States,Arizona,Phoenix,Rural
l43375,Canada,Ontario,Ottawa,Rural
l43376,Canada,Manitoba,Winnipeg,Urban
l43377,United Kingdom,West Midlands,Birmingham,Rural
l43378,United States,Florida,Miami,Urban
l43379,United Kingdom,Brighton and Hove,Franklin Street,Urban
l43380,Canada,British Columbia,Dawson Creek,Rural
l43381,United Kingdom,Reading,Robindale Avenue,Urban
l43382,Canada,British Columbia,Vancouver,Rural
l43383,Germany,Hessen,Frankfurt,Suburban
l43384,United States,Florida,Miami,Rural
l43385,United Kingdom,Reading,Ilkley Road,Urban
l43386,Canada,British Columbia,Vancouver,Rural
l43387,Canada,British Columbia,Dawson Creek,Suburban
l43388,Canada,British Columbia,Vancouver,Rural
l43389,United States,California,Los Angeles,Suburban
l43390,Canada,British Columbia,Vancouver,Urban
l43391,United States,California,Los Angeles,Urban
l43392,United Kingdom,Oxfordshire,Oxford,Urban
l43393,Germany,Hessen,Frankfurt,Rural
l43394,Canada,Ontario,Trenton,Rural
l43395,United Kingdom,West Midlands,Birmingham,Rural
l43396,United States,Colorado,Denver,Suburban
l43397,United Kingdom,Oxfordshire,Oxford,Rural
l43398,United Kingdom,Greater London,London,Rural
l43399,Canada,Quebec,Montreal,Suburban
l43400,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l43401,United States,California,Anaheim,Suburban
l43402,United States,Colorado,Denver,Urban
l43403,Canada,Alberta,Banff,Rural
l43404,United Kingdom,Greater London,London,Suburban
l43405,Germany,Hamburg,Hamburg,Suburban
l43406,Germany,Bayern,Munchen,Rural
l43407,United Kingdom,Reading,Back Lane,Rural
l43408,United States,Colorado,Boulder,Urban
l43409,Canada,Ontario,Ottawa,Suburban
l43410,Canada,Ontario,Toronto,Suburban
l43411,Germany,Bremen,Bremen,Urban
l43412,Canada,British Columbia,Vancouver,Suburban
l43413,United Kingdom,West Midlands,Birmingham,Rural
l43414,United Kingdom,Greater London,London,Rural
l43415,United Kingdom,Greater London,London,Urban
l43416,United States,California,San Francisco,Suburban
l43417,United Kingdom,Brighton and Hove,Maldon Road,Urban
l43418,Canada,Quebec,Montreal,Rural
l43419,United Kingdom,Greater London,London,Rural
l43420,Germany,Baden-Wurttemberg,Leonberg,Suburban
l43421,Canada,Ontario,Kingston,Suburban
l43422,Germany,Bayern,Landshut,Suburban
l43423,United Kingdom,West Midlands,Birmingham,Suburban
l43424,United Kingdom,Greater London,London,Urban
l43425,Canada,British Columbia,Dawson Creek,Rural
l43426,United Kingdom,Greater London,London,Rural
l43427,Germany,Baden-Wurttemberg,Leonberg,Urban
l43428,Canada,Quebec,Montreal,Rural
l43429,United States,Colorado,Boulder,Urban
l43430,United Kingdom,Brighton and Hove,Eley Drive,Rural
l43431,Germany,Niedersachsen,Hannover,Rural
l43432,Canada,Ontario,Toronto,Rural
l43433,United States,Alaska,Juneau,Urban
l43434,United Kingdom,Greater London,London,Suburban
l43435,Germany,Baden-Wurttemberg,Mannheim,Rural
l43436,United Kingdom,Reading,Mayfield Drive,Suburban
l43437,Germany,Hessen,Frankfurt,Rural
l43438,Germany,Bremen,Bremen,Urban
l43439,United States,California,Pasadena,Suburban
l43440,Canada,Nova Scotia,Halifax,Rural
l43441,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l43442,United States,Colorado,Denver,Rural
l43443,United Kingdom,Hampshire,Southampton,Suburban
l43444,Canada,British Columbia,Vancouver,Suburban
l43445,Germany,Berlin,Berlin,Rural
l43446,Germany,Hamburg,Hamburg,Rural
l43447,Canada,Quebec,Quebec City,Suburban
l43448,Germany,Berlin,Berlin,Suburban
l43449,Canada,Quebec,Montreal,Urban
l43450,United Kingdom,Reading,Robindale Avenue,Suburban
l43451,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l43452,Canada,Prince Edward Island,Charlottetown,Rural
l43453,United Kingdom,Reading,Robindale Avenue,Rural
l43454,Germany,Bremen,Bremen,Rural
l43455,Germany,Niedersachsen,Hannover,Rural
l43456,Canada,British Columbia,Vancouver,Urban
l43457,Canada,Quebec,Montreal,Suburban
l43458,Canada,British Columbia,Vancouver,Suburban
l43459,Germany,Niedersachsen,Hannover,Rural
l43460,Canada,British Columbia,Vancouver,Rural
l43461,Canada,British Columbia,Vancouver,Suburban
