profile_id,month_as_member,education,marital_status
cp40098,39,Bachelor,Married
cp40099,32,Master,Single
cp40100,52,Bachelor,Single
cp40101,27,Bachelor,Married
cp40102,45,Master,Married
cp40103,40,Bachelor,Married
cp40104,38,Doctor,Married
cp40105,56,Bachelor,Married
cp40106,42,Bachelor,Married
cp40107,46,Bachelor,Married
cp40108,66,Bachelor,Married
cp40109,57,College,Single
cp40110,58,Bachelor,Married
cp40111,50,College,Married
cp40112,57,College,Single
cp40113,34,Bachelor,Married
cp40114,36,Bachelor,Married
cp40115,53,Bachelor,Divorced
cp40116,68,Bachelor,Married
cp40117,29,College,Married
cp40118,60,College,Married
cp40119,54,Bachelor,Married
cp40120,66,Bachelor,Divorced
cp40121,60,Bachelor,Married
cp40122,62,College,Single
cp40123,31,Bachelor,Married
cp40124,60,Bachelor,Married
cp40125,60,Bachelor,Married
cp40126,37,Bachelor,Married
cp40127,48,Bachelor,Married
cp40128,64,Bachelor,Married
cp40129,61,Bachelor,Single
cp40130,67,College,Single
cp40131,48,Bachelor,Married
cp40132,59,Bachelor,Married
cp40133,65,Bachelor,Married
cp40134,52,Bachelor,Divorced
cp40135,53,College,Married
cp40136,30,Doctor,Married
cp40137,41,Bachelor,Married
cp40138,40,High School or Below,Married
cp40139,46,College,Single
cp40140,55,Bachelor,Married
cp40141,42,Bachelor,Single
cp40142,47,College,Married
cp40143,40,College,Divorced
cp40144,65,Bachelor,Divorced
cp40145,60,Bachelor,Divorced
cp40146,48,High School or Below,Married
cp40147,59,College,Married
cp40148,54,Bachelor,Married
cp40149,45,College,Married
cp40150,57,Bachelor,Single
cp40151,67,Bachelor,Married
cp40152,60,College,Single
cp40153,57,Bachelor,Divorced
cp40154,52,College,Single
cp40155,61,College,Divorced
cp40156,43,Bachelor,Married
cp40157,34,Bachelor,Married
cp40158,47,Bachelor,Married
cp40159,61,High School or Below,Married
cp40160,46,College,Married
cp40161,56,College,Single
cp40162,65,Bachelor,Married
cp40163,42,Bachelor,Divorced
cp40164,43,Bachelor,Married
cp40165,63,Bachelor,Married
cp40166,64,Bachelor,Married
cp40167,64,College,Single
cp40168,41,High School or Below,Married
cp40169,62,College,Single
cp40170,58,Bachelor,Married
cp40171,33,Bachelor,Married
cp40172,28,Bachelor,Married
cp40173,64,Bachelor,Married
cp40174,67,Bachelor,Married
cp40175,66,High School or Below,Married
cp40176,53,Bachelor,Married
cp40177,53,Bachelor,Married
cp40178,65,College,Married
cp40179,40,Bachelor,Divorced
cp40180,61,Doctor,Married
cp40181,59,Bachelor,Married
cp40182,47,Bachelor,Married
cp40183,63,High School or Below,Single
cp40184,34,Bachelor,Married
cp40185,46,Bachelor,Single
cp40186,43,Bachelor,Single
cp40187,56,Bachelor,Married
cp40188,54,High School or Below,Married
cp40189,30,High School or Below,Single
cp40190,32,Doctor,Divorced
cp40191,57,Bachelor,Married
cp40192,62,Bachelor,Married
cp40193,53,Bachelor,Divorced
cp40194,47,Master,Married
cp40195,51,Bachelor,Married
cp40196,52,Bachelor,Married
cp40197,38,College,Single
cp40198,65,Doctor,Married
cp40199,56,Bachelor,Single
cp40200,54,Doctor,Married
cp40201,56,Bachelor,Divorced
cp40202,70,College,Single
cp40203,66,College,Divorced
cp40204,44,Bachelor,Married
cp40205,51,Bachelor,Divorced
cp40206,31,Bachelor,Single
cp40207,49,College,Single
cp40208,50,Bachelor,Single
cp40209,44,Bachelor,Married
cp40210,47,College,Single
cp40211,65,Bachelor,Single
cp40212,46,College,Married
cp40213,64,Bachelor,Married
cp40214,42,Doctor,Married
cp40215,53,Bachelor,Married
cp40216,69,Bachelor,Single
cp40217,62,Bachelor,Divorced
cp40218,50,Doctor,Married
cp40219,54,Bachelor,Married
cp40220,70,Bachelor,Single
cp40221,46,Bachelor,Married
cp40222,53,Bachelor,Single
cp40223,27,Bachelor,Divorced
cp40224,55,Bachelor,Divorced
cp40225,47,Bachelor,Married
cp40226,44,College,Single
cp40227,66,Bachelor,Married
cp40228,39,College,Married
cp40229,54,Bachelor,Married
cp40230,47,High School or Below,Divorced
cp40231,36,College,Single
cp40232,50,Bachelor,Married
cp40233,69,High School or Below,Single
cp40234,47,High School or Below,Married
cp40235,56,High School or Below,Single
cp40236,46,Bachelor,Divorced
cp40237,61,College,Married
cp40238,45,Master,Divorced
cp40239,60,College,Single
cp40240,54,Bachelor,Married
cp40241,41,Bachelor,Single
cp40242,45,Bachelor,Married
cp40243,47,Bachelor,Married
cp40244,35,Bachelor,Married
cp40245,48,College,Single
cp40246,53,Doctor,Married
cp40247,55,Bachelor,Single
cp40248,32,Bachelor,Married
cp40249,34,Bachelor,Single
cp40250,48,Bachelor,Married
cp40251,65,Bachelor,Divorced
cp40252,60,High School or Below,Married
cp40253,59,Bachelor,Married
cp40254,28,Bachelor,Married
cp40255,67,Bachelor,Single
cp40256,52,Doctor,Divorced
cp40257,48,High School or Below,Married
cp40258,57,College,Single
cp40259,53,High School or Below,Divorced
cp40260,57,Bachelor,Single
cp40261,52,College,Single
cp40262,48,Master,Divorced
cp40263,54,Bachelor,Married
cp40264,47,Bachelor,Married
cp40265,36,College,Married
cp40266,65,College,Married
cp40267,57,Bachelor,Divorced
cp40268,47,Bachelor,Married
cp40269,36,Bachelor,Married
cp40270,40,Bachelor,Married
cp40271,49,Bachelor,Single
cp40272,55,College,Single
cp40273,50,College,Single
cp40274,57,Bachelor,Married
cp40275,68,Bachelor,Married
cp40276,60,College,Single
cp40277,51,Bachelor,Married
cp40278,45,Master,Single
cp40279,64,Bachelor,Divorced
cp40280,41,Bachelor,Married
cp40281,35,Bachelor,Married
cp40282,62,Bachelor,Married
cp40283,46,Bachelor,Divorced
cp40284,41,Bachelor,Married
cp40285,48,Bachelor,Married
cp40286,38,Bachelor,Married
cp40287,36,Bachelor,Married
cp40288,34,Master,Married
cp40289,45,Bachelor,Divorced
cp40290,51,College,Single
cp40291,69,Bachelor,Married
cp40292,69,Bachelor,Married
cp40293,66,Bachelor,Married
cp40294,25,College,Single
cp40295,55,Bachelor,Married
cp40296,58,Bachelor,Married
cp40297,50,Bachelor,Married
cp40298,53,Bachelor,Married
cp40299,44,Doctor,Single
cp40300,53,Bachelor,Married
cp40301,31,College,Single
cp40302,27,College,Single
cp40303,40,Bachelor,Single
cp40304,56,Bachelor,Single
cp40305,66,Bachelor,Married
cp40306,42,High School or Below,Married
cp40307,52,College,Divorced
cp40308,58,College,Single
cp40309,70,Doctor,Married
cp40310,29,Bachelor,Married
cp40311,66,College,Single
cp40312,52,Bachelor,Married
cp40313,51,College,Single
cp40314,47,Bachelor,Married
cp40315,38,College,Single
cp40316,56,High School or Below,Married
cp40317,59,College,Divorced
cp40318,40,Bachelor,Married
cp40319,27,High School or Below,Married
cp40320,38,Bachelor,Single
cp40321,67,Bachelor,Married
cp40322,50,College,Single
cp40323,50,College,Single
cp40324,57,Bachelor,Married
cp40325,45,Bachelor,Married
cp40326,52,Bachelor,Married
cp40327,61,Bachelor,Divorced
cp40328,42,Bachelor,Married
cp40329,60,Bachelor,Married
cp40330,41,Bachelor,Married
cp40331,49,College,Single
cp40332,63,Bachelor,Married
cp40333,56,Bachelor,Married
cp40334,57,Bachelor,Single
cp40335,48,College,Divorced
cp40336,64,Bachelor,Divorced
cp40337,41,Bachelor,Married
cp40338,33,College,Single
cp40339,58,Bachelor,Married
cp40340,54,Bachelor,Married
cp40341,44,College,Married
cp40342,53,Bachelor,Divorced
cp40343,60,Bachelor,Married
cp40344,66,Bachelor,Single
cp40345,65,Master,Divorced
cp40346,59,College,Single
cp40347,35,Master,Divorced
cp40348,42,College,Married
cp40349,61,Bachelor,Single
cp40350,58,Bachelor,Single
cp40351,47,Bachelor,Married
cp40352,64,College,Single
cp40353,42,College,Married
cp40354,40,College,Divorced
cp40355,49,College,Single
cp40356,61,High School or Below,Married
cp40357,31,Bachelor,Married
cp40358,64,Bachelor,Divorced
cp40359,67,High School or Below,Divorced
cp40360,43,Bachelor,Married
cp40361,54,College,Single
cp40362,30,Bachelor,Married
cp40363,31,Doctor,Married
cp40364,48,Master,Divorced
cp40365,47,College,Single
cp40366,54,Doctor,Married
cp40367,63,College,Single
cp40368,65,Bachelor,Married
cp40369,55,Bachelor,Married
cp40370,27,Bachelor,Single
cp40371,67,Bachelor,Married
cp40372,51,Bachelor,Married
cp40373,65,Bachelor,Married
cp40374,40,Doctor,Divorced
cp40375,55,College,Single
cp40376,31,College,Married
cp40377,64,College,Single
cp40378,35,Bachelor,Married
cp40379,70,Bachelor,Married
cp40380,67,Bachelor,Married
cp40381,70,College,Single
cp40382,45,Bachelor,Married
cp40383,64,Bachelor,Married
cp40384,28,Bachelor,Married
cp40385,56,Bachelor,Married
cp40386,28,College,Single
cp40387,34,College,Single
cp40388,46,Master,Married
cp40389,59,College,Divorced
cp40390,51,College,Divorced
cp40391,51,Master,Divorced
cp40392,54,Bachelor,Married
cp40393,54,College,Divorced
cp40394,54,Bachelor,Married
cp40395,47,Bachelor,Married
cp40396,44,Bachelor,Married
cp40397,53,Bachelor,Married
cp40398,60,Bachelor,Married
cp40399,58,Bachelor,Married
cp40400,70,Bachelor,Single
cp40401,59,Bachelor,Married
cp40402,43,Bachelor,Married
cp40403,66,Bachelor,Married
cp40404,45,Bachelor,Divorced
cp40405,40,Doctor,Single
cp40406,66,Master,Divorced
cp40407,38,Bachelor,Divorced
cp40408,46,Bachelor,Married
cp40409,34,Bachelor,Single
cp40410,61,College,Single
cp40411,32,College,Married
cp40412,54,Bachelor,Divorced
cp40413,42,Bachelor,Married
cp40414,47,College,Divorced
cp40415,52,Bachelor,Divorced
cp40416,56,Doctor,Divorced
cp40417,29,Doctor,Divorced
cp40418,39,Bachelor,Married
cp40419,51,College,Single
cp40420,48,College,Single
cp40421,58,Bachelor,Married
cp40422,47,Bachelor,Married
cp40423,43,Bachelor,Married
cp40424,45,Bachelor,Married
cp40425,42,Bachelor,Divorced
cp40426,43,College,Single
cp40427,40,Bachelor,Divorced
cp40428,50,High School or Below,Married
cp40429,48,Bachelor,Married
cp40430,42,College,Married
cp40431,44,Bachelor,Single
cp40432,60,Bachelor,Married
cp40433,52,Master,Divorced
cp40434,62,Bachelor,Married
cp40435,65,Doctor,Divorced
cp40436,57,Bachelor,Divorced
cp40437,68,Bachelor,Divorced
cp40438,45,Doctor,Married
cp40439,50,Bachelor,Divorced
cp40440,36,Bachelor,Married
cp40441,63,Bachelor,Married
cp40442,46,Bachelor,Married
cp40443,46,Bachelor,Married
cp40444,57,Bachelor,Married
cp40445,65,College,Single
cp40446,56,Bachelor,Married
cp40447,62,Bachelor,Single
cp40448,33,College,Single
cp40449,56,College,Married
cp40450,44,College,Married
cp40451,46,Bachelor,Married
cp40452,63,Bachelor,Single
cp40453,26,Bachelor,Married
cp40454,55,Bachelor,Married
cp40455,35,Bachelor,Married
cp40456,51,Bachelor,Married
cp40457,50,Bachelor,Single
cp40458,55,Bachelor,Married
cp40459,44,Bachelor,Married
cp40460,33,College,Single
cp40461,51,College,Single
cp40462,48,College,Married
cp40463,38,Bachelor,Married
cp40464,70,College,Married
cp40465,49,College,Divorced
cp40466,34,Bachelor,Single
cp40467,57,Bachelor,Divorced
cp40468,70,College,Single
cp40469,67,Bachelor,Married
cp40470,56,Bachelor,Divorced
cp40471,37,College,Single
cp40472,51,Bachelor,Married
cp40473,48,High School or Below,Single
cp40474,49,Doctor,Divorced
cp40475,33,College,Married
cp40476,38,Bachelor,Divorced
cp40477,70,Bachelor,Single
cp40478,49,Master,Married
cp40479,48,Bachelor,Married
cp40480,43,Bachelor,Married
cp40481,53,Bachelor,Married
cp40482,65,Bachelor,Married
cp40483,49,College,Married
cp40484,42,College,Single
cp40485,68,Doctor,Married
cp40486,54,Bachelor,Married
cp40487,55,Bachelor,Divorced
cp40488,53,College,Single
cp40489,43,College,Single
cp40490,47,Bachelor,Single
cp40491,40,Bachelor,Single
cp40492,37,High School or Below,Single
cp40493,48,Doctor,Married
cp40494,41,College,Married
cp40495,48,Bachelor,Married
cp40496,54,Bachelor,Divorced
cp40497,38,College,Single
cp40498,54,Bachelor,Married
cp40499,66,College,Single
cp40500,51,Bachelor,Married
cp40501,59,Bachelor,Single
cp40502,56,Bachelor,Divorced
cp40503,51,Bachelor,Married
cp40504,37,Bachelor,Single
cp40505,69,High School or Below,Single
cp40506,28,College,Single
cp40507,63,College,Married
cp40508,66,Bachelor,Married
cp40509,48,Bachelor,Divorced
cp40510,50,Master,Divorced
cp40511,29,Bachelor,Married
cp40512,42,Bachelor,Married
cp40513,45,Bachelor,Divorced
cp40514,56,Bachelor,Married
cp40515,44,Bachelor,Single
cp40516,55,Master,Single
cp40517,56,College,Married
cp40518,48,College,Married
cp40519,65,Bachelor,Married
cp40520,70,Bachelor,Single
cp40521,45,Bachelor,Married
cp40522,39,Bachelor,Married
cp40523,26,Bachelor,Divorced
cp40524,68,Bachelor,Single
cp40525,52,Bachelor,Married
cp40526,38,Bachelor,Divorced
cp40527,54,College,Married
cp40528,45,Bachelor,Married
cp40529,47,Bachelor,Divorced
cp40530,37,Bachelor,Married
cp40531,39,Bachelor,Married
cp40532,67,Bachelor,Divorced
cp40533,30,Bachelor,Divorced
cp40534,57,Master,Single
cp40535,45,High School or Below,Married
cp40536,65,College,Married
cp40537,38,Bachelor,Married
cp40538,49,High School or Below,Divorced
cp40539,37,Bachelor,Married
cp40540,69,Bachelor,Married
cp40541,61,Bachelor,Married
cp40542,41,Bachelor,Married
cp40543,38,Bachelor,Married
cp40544,66,Bachelor,Married
cp40545,62,College,Married
cp40546,58,College,Single
cp40547,63,Bachelor,Married
cp40548,60,College,Divorced
cp40549,52,Bachelor,Divorced
cp40550,55,College,Divorced
cp40551,44,Bachelor,Married
cp40552,62,Bachelor,Divorced
cp40553,25,College,Single
cp40554,36,Bachelor,Married
cp40555,59,Bachelor,Divorced
cp40556,49,College,Single
cp40557,63,Bachelor,Married
cp40558,50,College,Single
cp40559,44,Bachelor,Single
cp40560,61,Bachelor,Married
cp40561,68,Master,Married
cp40562,57,College,Single
cp40563,53,College,Single
cp40564,43,Bachelor,Married
cp40565,52,Doctor,Married
cp40566,35,College,Single
cp40567,53,Bachelor,Single
cp40568,63,College,Single
cp40569,26,Bachelor,Married
cp40570,44,Bachelor,Divorced
cp40571,59,College,Married
cp40572,58,High School or Below,Single
cp40573,37,Bachelor,Married
cp40574,61,College,Married
cp40575,59,College,Single
cp40576,60,Bachelor,Married
cp40577,52,Bachelor,Married
cp40578,37,Bachelor,Married
cp40579,43,High School or Below,Married
cp40580,36,Bachelor,Married
cp40581,39,Bachelor,Single
cp40582,37,Bachelor,Divorced
cp40583,52,College,Single
cp40584,36,Bachelor,Married
cp40585,68,Bachelor,Married
cp40586,47,Bachelor,Married
cp40587,63,Bachelor,Married
cp40588,47,Master,Married
cp40589,42,College,Single
cp40590,42,Doctor,Married
cp40591,54,Bachelor,Married
cp40592,29,Bachelor,Single
cp40593,39,Doctor,Married
cp40594,46,College,Married
cp40595,47,College,Single
cp40596,65,Bachelor,Married
cp40597,49,College,Married
cp40598,46,College,Single
cp40599,50,Bachelor,Married
cp40600,38,Bachelor,Married
cp40601,56,College,Single
cp40602,38,Bachelor,Married
cp40603,44,College,Married
cp40604,66,Bachelor,Single
cp40605,44,Bachelor,Divorced
cp40606,42,Bachelor,Single
cp40607,43,Bachelor,Married
cp40608,54,College,Single
cp40609,42,College,Single
cp40610,53,Bachelor,Divorced
cp40611,38,College,Single
cp40612,35,Bachelor,Married
cp40613,37,Bachelor,Married
cp40614,42,Bachelor,Single
cp40615,56,High School or Below,Divorced
cp40616,31,Bachelor,Married
cp40617,59,Bachelor,Married
cp40618,40,Bachelor,Married
cp40619,27,Bachelor,Married
cp40620,37,College,Single
cp40621,53,Bachelor,Married
cp40622,34,Master,Divorced
cp40623,46,Master,Divorced
cp40624,57,Bachelor,Divorced
cp40625,63,College,Single
cp40626,48,Bachelor,Single
cp40627,40,Bachelor,Married
cp40628,68,Bachelor,Single
cp40629,29,Bachelor,Married
cp40630,51,Doctor,Divorced
cp40631,54,Master,Single
cp40632,34,College,Single
cp40633,63,College,Married
cp40634,40,College,Single
cp40635,68,Bachelor,Married
cp40636,62,Bachelor,Married
cp40637,50,Bachelor,Married
cp40638,45,College,Single
cp40639,62,Doctor,Married
cp40640,59,Doctor,Married
cp40641,58,College,Single
cp40642,62,Bachelor,Married
cp40643,58,College,Single
cp40644,38,Bachelor,Married
cp40645,70,High School or Below,Married
cp40646,58,Bachelor,Married
cp40647,52,High School or Below,Married
cp40648,50,Bachelor,Married
cp40649,35,Bachelor,Married
cp40650,53,Bachelor,Single
cp40651,59,Bachelor,Married
cp40652,64,Bachelor,Married
cp40653,44,Bachelor,Married
cp40654,50,College,Married
cp40655,68,Bachelor,Married
cp40656,48,Doctor,Divorced
cp40657,32,Master,Married
cp40658,49,Bachelor,Single
cp40659,65,Bachelor,Married
cp40660,53,Bachelor,Married
cp40661,51,College,Single
cp40662,60,Bachelor,Married
cp40663,51,Bachelor,Married
cp40664,44,Bachelor,Married
cp40665,65,Bachelor,Single
cp40666,40,Bachelor,Married
cp40667,70,Bachelor,Married
cp40668,67,College,Single
cp40669,51,Bachelor,Married
cp40670,39,High School or Below,Married
cp40671,70,Bachelor,Single
cp40672,60,Bachelor,Married
cp40673,32,Bachelor,Married
cp40674,43,Bachelor,Married
cp40675,50,College,Divorced
cp40676,38,College,Married
cp40677,53,Bachelor,Married
cp40678,46,Doctor,Married
cp40679,30,College,Single
cp40680,51,Bachelor,Married
cp40681,47,Doctor,Divorced
cp40682,53,Bachelor,Divorced
cp40683,65,Bachelor,Married
cp40684,49,Bachelor,Divorced
cp40685,44,College,Single
cp40686,41,Bachelor,Divorced
cp40687,52,College,Married
cp40688,37,Bachelor,Single
cp40689,34,Master,Divorced
cp40690,58,College,Single
cp40691,54,College,Single
cp40692,41,Bachelor,Married
cp40693,64,High School or Below,Married
cp40694,39,College,Single
cp40695,48,Bachelor,Single
cp40696,53,Bachelor,Divorced
cp40697,29,Master,Single
cp40698,59,Bachelor,Divorced
cp40699,49,Bachelor,Married
cp40700,42,Bachelor,Married
cp40701,48,Bachelor,Divorced
cp40702,36,College,Single
cp40703,58,Bachelor,Single
cp40704,40,High School or Below,Married
cp40705,50,College,Single
cp40706,31,Bachelor,Married
cp40707,32,High School or Below,Married
cp40708,34,Bachelor,Married
cp40709,66,Bachelor,Married
cp40710,43,Bachelor,Single
cp40711,29,College,Divorced
cp40712,50,Master,Divorced
cp40713,51,College,Single
cp40714,26,Bachelor,Divorced
cp40715,52,Master,Married
cp40716,43,Bachelor,Divorced
cp40717,60,Bachelor,Married
cp40718,45,College,Married
cp40719,65,Bachelor,Married
cp40720,57,Bachelor,Married
cp40721,65,Bachelor,Divorced
cp40722,46,Bachelor,Married
cp40723,50,Bachelor,Married
cp40724,48,College,Married
cp40725,51,College,Married
cp40726,63,Bachelor,Single
cp40727,67,Bachelor,Married
cp40728,61,Bachelor,Married
cp40729,46,College,Single
cp40730,44,High School or Below,Single
cp40731,63,Bachelor,Married
cp40732,67,Bachelor,Married
cp40733,32,College,Single
cp40734,52,Bachelor,Single
cp40735,65,Bachelor,Married
cp40736,68,Bachelor,Married
cp40737,56,Bachelor,Married
cp40738,50,Bachelor,Married
cp40739,27,Bachelor,Married
cp40740,52,Bachelor,Married
cp40741,52,Bachelor,Divorced
cp40742,60,College,Single
cp40743,60,High School or Below,Married
cp40744,57,Bachelor,Married
cp40745,47,College,Married
cp40746,58,Bachelor,Married
cp40747,59,Bachelor,Married
cp40748,61,Doctor,Married
cp40749,29,Bachelor,Married
cp40750,51,Bachelor,Single
cp40751,61,College,Single
cp40752,51,Bachelor,Married
cp40753,40,Bachelor,Married
cp40754,60,Bachelor,Married
cp40755,68,Bachelor,Single
cp40756,69,Bachelor,Married
cp40757,67,Bachelor,Single
cp40758,62,Bachelor,Divorced
cp40759,50,College,Single
cp40760,51,College,Married
cp40761,50,High School or Below,Single
cp40762,44,Bachelor,Single
cp40763,61,College,Married
cp40764,69,Bachelor,Married
cp40765,46,College,Single
cp40766,51,Bachelor,Married
cp40767,38,Bachelor,Married
cp40768,53,Bachelor,Single
cp40769,51,Master,Married
cp40770,59,Bachelor,Married
cp40771,41,Bachelor,Single
cp40772,51,Bachelor,Married
cp40773,34,Bachelor,Married
cp40774,59,Master,Divorced
cp40775,53,Bachelor,Married
cp40776,59,Bachelor,Married
cp40777,36,College,Married
cp40778,43,College,Married
cp40779,34,Bachelor,Married
cp40780,39,Bachelor,Divorced
cp40781,57,College,Single
cp40782,49,Bachelor,Married
cp40783,51,Doctor,Married
cp40784,62,Bachelor,Divorced
cp40785,51,Bachelor,Divorced
cp40786,53,Bachelor,Single
cp40787,61,College,Single
cp40788,44,Bachelor,Married
cp40789,46,Bachelor,Single
cp40790,45,College,Single
cp40791,53,Bachelor,Married
cp40792,67,Bachelor,Single
cp40793,41,Bachelor,Married
cp40794,54,College,Single
cp40795,55,College,Married
cp40796,56,Bachelor,Divorced
cp40797,36,Bachelor,Married
cp40798,42,Doctor,Married
cp40799,56,Bachelor,Married
cp40800,61,Bachelor,Married
cp40801,50,College,Single
cp40802,37,College,Married
cp40803,61,Bachelor,Divorced
cp40804,57,Bachelor,Married
cp40805,57,College,Married
cp40806,37,Bachelor,Single
cp40807,68,Bachelor,Married
cp40808,67,Bachelor,Married
cp40809,59,College,Single
cp40810,45,Bachelor,Married
cp40811,37,Bachelor,Married
cp40812,65,College,Single
cp40813,40,Bachelor,Divorced
cp40814,55,High School or Below,Married
cp40815,63,Doctor,Married
cp40816,68,Bachelor,Divorced
cp40817,27,High School or Below,Married
cp40818,42,Bachelor,Married
cp40819,52,Bachelor,Married
cp40820,46,Master,Divorced
cp40821,62,Bachelor,Divorced
cp40822,61,College,Single
cp40823,34,Bachelor,Divorced
cp40824,63,Bachelor,Divorced
cp40825,31,Bachelor,Divorced
cp40826,60,Bachelor,Married
cp40827,44,Bachelor,Married
cp40828,52,Bachelor,Divorced
cp40829,56,College,Single
cp40830,46,College,Divorced
cp40831,68,High School or Below,Single
cp40832,41,Master,Divorced
cp40833,62,College,Divorced
cp40834,32,Bachelor,Married
cp40835,68,Bachelor,Married
cp40836,47,College,Single
cp40837,58,Bachelor,Married
cp40838,54,Bachelor,Married
cp40839,27,Bachelor,Married
cp40840,53,Bachelor,Single
cp40841,54,Bachelor,Single
cp40842,62,College,Single
cp40843,52,Bachelor,Married
cp40844,47,Bachelor,Divorced
cp40845,59,Bachelor,Single
cp40846,58,College,Single
cp40847,50,Bachelor,Single
cp40848,50,Bachelor,Married
cp40849,48,Bachelor,Married
cp40850,68,Bachelor,Married
cp40851,65,College,Married
cp40852,39,Bachelor,Married
cp40853,38,College,Married
cp40854,37,Bachelor,Married
cp40855,40,Bachelor,Married
cp40856,67,Bachelor,Divorced
cp40857,59,College,Single
cp40858,62,Bachelor,Married
cp40859,70,Bachelor,Single
cp40860,52,Bachelor,Married
cp40861,53,High School or Below,Married
cp40862,46,Bachelor,Married
cp40863,43,Bachelor,Married
cp40864,56,College,Single
cp40865,54,High School or Below,Married
cp40866,60,College,Single
cp40867,47,High School or Below,Single
cp40868,65,Bachelor,Married
cp40869,34,Bachelor,Married
cp40870,50,Doctor,Married
cp40871,62,Bachelor,Married
cp40872,52,College,Single
cp40873,35,Bachelor,Married
cp40874,52,Bachelor,Married
cp40875,52,Bachelor,Married
cp40876,60,College,Single
cp40877,58,Bachelor,Married
cp40878,31,Doctor,Divorced
cp40879,40,Bachelor,Married
cp40880,54,College,Single
cp40881,60,College,Single
cp40882,42,Bachelor,Married
cp40883,56,Bachelor,Divorced
cp40884,41,Bachelor,Married
cp40885,48,Bachelor,Divorced
cp40886,62,Bachelor,Married
cp40887,57,Bachelor,Single
cp40888,54,College,Single
cp40889,42,Bachelor,Divorced
cp40890,57,College,Single
cp40891,38,Bachelor,Married
cp40892,70,Bachelor,Married
cp40893,59,Bachelor,Single
cp40894,64,Bachelor,Divorced
cp40895,49,Bachelor,Divorced
cp40896,37,Bachelor,Divorced
cp40897,39,College,Single
cp40898,51,College,Single
cp40899,69,College,Married
cp40900,67,Bachelor,Married
cp40901,68,College,Married
cp40902,43,Bachelor,Married
cp40903,50,Bachelor,Married
cp40904,64,Bachelor,Married
cp40905,63,Master,Single
cp40906,51,Bachelor,Married
cp40907,43,Bachelor,Married
cp40908,52,Bachelor,Married
cp40909,67,High School or Below,Married
cp40910,34,College,Married
cp40911,45,Bachelor,Married
cp40912,53,Bachelor,Single
cp40913,51,Bachelor,Single
cp40914,66,Bachelor,Married
cp40915,56,Bachelor,Divorced
cp40916,59,College,Single
cp40917,43,Bachelor,Divorced
cp40918,54,College,Single
cp40919,26,Bachelor,Divorced
cp40920,70,Bachelor,Married
cp40921,45,College,Single
cp40922,68,Bachelor,Divorced
cp40923,53,Bachelor,Married
cp40924,45,Bachelor,Married
cp40925,31,Bachelor,Married
cp40926,57,Bachelor,Married
cp40927,26,College,Married
cp40928,65,Doctor,Divorced
cp40929,65,Master,Married
cp40930,44,Bachelor,Divorced
cp40931,64,College,Single
cp40932,59,College,Single
cp40933,48,Bachelor,Married
cp40934,57,Bachelor,Married
cp40935,70,Bachelor,Married
cp40936,34,Bachelor,Married
cp40937,57,Bachelor,Single
cp40938,63,College,Single
cp40939,47,Bachelor,Divorced
cp40940,61,College,Divorced
cp40941,59,Bachelor,Single
cp40942,41,Bachelor,Married
cp40943,45,Bachelor,Married
cp40944,32,Bachelor,Married
cp40945,45,College,Married
cp40946,49,College,Divorced
cp40947,39,Bachelor,Married
cp40948,49,College,Single
cp40949,52,College,Single
cp40950,51,Bachelor,Single
cp40951,53,College,Single
cp40952,32,Bachelor,Married
cp40953,36,College,Single
cp40954,50,Bachelor,Married
cp40955,64,High School or Below,Single
cp40956,38,Master,Married
cp40957,42,Bachelor,Married
cp40958,50,Bachelor,Single
cp40959,40,College,Single
cp40960,48,Bachelor,Married
cp40961,55,Doctor,Single
cp40962,43,Bachelor,Single
cp40963,43,Bachelor,Married
cp40964,46,Bachelor,Divorced
cp40965,50,Bachelor,Married
cp40966,54,Doctor,Single
cp40967,59,Bachelor,Married
cp40968,50,Bachelor,Married
cp40969,54,Bachelor,Married
cp40970,67,Bachelor,Single
cp40971,63,College,Married
cp40972,48,Bachelor,Married
cp40973,64,Bachelor,Single
cp40974,51,Bachelor,Single
cp40975,36,High School or Below,Married
cp40976,39,Bachelor,Married
cp40977,59,College,Married
cp40978,42,Doctor,Married
cp40979,49,College,Divorced
cp40980,53,College,Married
cp40981,62,Bachelor,Married
cp40982,65,College,Single
cp40983,55,Bachelor,Married
cp40984,41,Bachelor,Married
cp40985,27,College,Single
cp40986,46,Bachelor,Married
cp40987,65,College,Single
cp40988,49,College,Single
cp40989,44,College,Married
cp40990,33,Master,Divorced
cp40991,51,College,Divorced
cp40992,54,Bachelor,Married
cp40993,36,Bachelor,Divorced
cp40994,63,Bachelor,Divorced
cp40995,64,Bachelor,Married
cp40996,50,Bachelor,Divorced
cp40997,53,Bachelor,Married
cp40998,46,College,Single
cp40999,65,Bachelor,Married
cp41000,34,Bachelor,Single
cp41001,59,College,Married
cp41002,46,College,Single
cp41003,57,Bachelor,Single
cp41004,26,Doctor,Divorced
cp41005,65,Bachelor,Single
cp41006,57,College,Single
cp41007,69,College,Single
cp41008,64,Bachelor,Married
cp41009,58,Bachelor,Married
cp41010,58,Bachelor,Married
cp41011,53,Bachelor,Married
cp41012,62,Bachelor,Married
cp41013,57,Bachelor,Married
cp41014,48,Bachelor,Divorced
cp41015,57,Master,Single
cp41016,61,Bachelor,Divorced
cp41017,38,Bachelor,Married
cp41018,30,Bachelor,Married
