geo_loc_id,latitude,longitude,postal_code
gl41385,50.816015,-0.065917,BN2 7FG
gl41386,49.452102,11.076665,90451
gl41387,51.752021,-1.257726,OX4 1LJ
gl41388,48.135125,11.58198,80331
gl41389,25.76168,-80.19179,33169
gl41390,50.816015,-0.065917,BN2 7FG
gl41391,49.282729,-123.120738,V1E 4R6
gl41392,51.050409,13.737262,1219
gl41393,39.739072,-75.539788,19821
gl41394,43.653226,-79.383184,P2T 6G3
gl41395,48.796045,9.009571,71299
gl41396,52.486243,-1.890401,B20 3BA
gl41397,33.448377,-112.074037,85055
gl41398,43.653226,-79.383184,M2M 7K8
gl41399,51.050409,13.737262,1219
gl41400,46.087817,-64.778231,E1A 2A7
gl41401,49.282729,-123.120738,V5R 1W3
gl41402,48.544192,12.146853,84028
gl41403,45.501689,-73.567256,H2T 9K8
gl41404,39.739236,-104.990251,80287
gl41405,33.749,-84.388,30352
gl41406,39.739072,-75.539788,19821
gl41407,49.895136,-97.138374,R2C 0M5
gl41408,56.234182,-117.289384,T9O 2W2
gl41409,53.551085,9.993682,21037
gl41410,55.759627,-120.237662,U5I 4F1
gl41411,25.76168,-80.19179,33176
gl41412,52.486243,-1.890401,B2 4LS
gl41413,39.739236,-104.990251,80286
gl41414,41.117744,-73.408158,6874
gl41415,39.739072,-75.539788,19821
gl41416,51.507351,-0.127758,E7 8EZ
gl41417,51.507351,-0.127758,SE6 4NR
gl41418,52.486243,-1.890401,B29 5DW
gl41419,48.796045,9.009571,71299
gl41420,34.052234,-118.243685,90101
gl41421,49.452102,11.076665,90451
gl41422,51.507351,-0.127758,E14 7L8
gl41423,51.16522,7.067116,42697
gl41424,45.501689,-73.567256,H2T 9K8
gl41425,52.486243,-1.890401,B2 4LS
gl41426,52.486243,-1.890401,B2 4LS
gl41427,46.522099,-80.953035,M5V 1G5
gl41428,45.963589,-66.643115,E3B 2H2
gl41429,51.227741,6.773456,40595
gl41430,52.486243,-1.890401,35215
gl41431,48.135125,11.58198,80800
gl41432,43.653226,-79.383184,M2M 7K8
gl41433,51.050409,13.737262,1219
gl41434,46.813878,-71.207981,G1B 3L5
gl41435,51.227741,6.773456,40595
gl41436,43.653226,-79.383184,M2Z 4K1
gl41437,45.963589,-66.643115,E3B 2H2
gl41438,55.759627,-120.237662,U5I 4F1
gl41439,51.050409,13.737262,1219
gl41440,28.538335,-81.379236,32812
gl41441,48.135125,11.58198,80331
gl41442,51.507351,-0.127758,E14 7L8
gl41443,51.417083,-1.150411,RG7 5NF
gl41444,34.052234,-118.243685,90203
gl41445,49.452102,11.076665,90451
gl41446,52.486243,-1.890401,35215
gl41447,52.486243,-1.890401,B4 7SL
gl41448,34.052234,-118.243685,90060
gl41449,33.8366,-117.9143,92815
gl41450,49.452102,11.076665,90451
gl41451,48.135125,11.58198,80331
gl41452,52.375892,9.73201,30627
gl41453,52.486243,-1.890401,B20 3BA
gl41454,50.837645,-0.122104,BN2 4DA
gl41455,50.7753,6.0839,44143
gl41456,50.110922,8.682127,60386
gl41457,33.8366,-117.9143,92815
gl41458,51.507351,-0.127758,SE6 4NR
gl41459,34.052234,-118.243685,90203
gl41460,49.282729,-123.120738,V1E 4R6
gl41461,49.282729,-123.120738,V6E 3Z3
gl41462,51.436477,-0.914127,RG6 7JR
gl41463,49.487459,8.466039,68165
gl41464,48.544192,12.146853,84028
gl41465,55.759627,-120.237662,U5I 4F1
gl41466,25.76168,-80.19179,33166
gl41467,49.282729,-123.120738,V6E 3D9
gl41468,37.774929,-122.419416,94155
gl41469,51.507351,-0.127758,SE6 4NR
gl41470,50.110922,8.682127,65936
gl41471,51.752021,-1.257726,OX4 4YW
gl41472,51.227741,6.773456,40595
gl41473,46.087817,-64.778231,E1A 2A7
gl41474,51.507351,-0.127758,E15 3JR
gl41475,43.653226,-79.383184,M2M 6J7
gl41476,51.050409,13.737262,1219
gl41477,49.282729,-123.120738,V1E 4R6
gl41478,37.804364,-122.271114,94611
gl41479,52.486243,-1.890401,35215
gl41480,50.110922,8.682127,60386
gl41481,50.913425,-1.29459,SO30 0PZ
gl41482,50.913425,-1.29459,SO30 2EB
gl41483,43.653226,-79.383184,M2M 6J7
gl41484,41.117744,-73.408158,6874
gl41485,52.486243,-1.890401,B4 7SL
gl41486,43.653226,-79.383184,P1W 1K4
gl41487,51.507351,-0.127758,SW1A 1NJ
gl41488,43.653226,-79.383184,M2M 6J7
gl41489,49.282729,-123.120738,V1E 4R6
gl41490,25.76168,-80.19179,33170
gl41491,44.231172,-76.485954,M9K 2P4
gl41492,37.804364,-122.271114,94611
gl41493,52.486243,-1.890401,B4 7SL
gl41494,43.653226,-79.383184,M2M 7K8
gl41495,43.653226,-79.383184,P1L 8X8
gl41496,51.050409,13.737262,1219
gl41497,51.507351,-0.127758,SE6 4NR
gl41498,51.338761,6.585342,47807
gl41499,33.749,-84.388,30352
gl41500,58.301944,-134.419722,99821
gl41501,39.739236,-104.990251,80287
gl41502,50.844931,-0.158915,BN1 5BD
gl41503,44.648764,-63.575239,B3J 9S2
gl41504,50.913425,-1.29459,SO30 2EB
gl41505,42.984923,-81.245277,M5B 3E4
gl41506,51.436477,-0.914127,RG6 7JR
gl41507,46.813878,-71.207981,G1B 3L5
gl41508,51.227741,6.773456,40595
gl41509,49.282729,-123.120738,V6E 3D9
gl41510,51.048615,-114.070846,T3E 2V9
gl41511,37.354108,-121.955236,95067
gl41512,50.110922,8.682127,65936
gl41513,52.520007,13.404954,12051
gl41514,43.653226,-79.383184,P1J 8T7
gl41515,58.301944,-134.419722,99821
gl41516,55.759627,-120.237662,U5I 4F1
gl41517,51.507351,-0.127758,E14 7L8
gl41518,49.282729,-123.120738,V5R 1W3
gl41519,56.234182,-117.289384,T9O 2W2
gl41520,52.120533,11.627624,39116
gl41521,50.913425,-1.29459,SO30 0PZ
gl41522,50.11632,-122.957356,V6T 1Y8
gl41523,52.520007,13.404954,12051
gl41524,48.135125,11.58198,80331
gl41525,45.963589,-66.643115,E3B 2H2
gl41526,55.759627,-120.237662,U5I 4F1
gl41527,52.486243,-1.890401,B29 5DW
gl41528,46.813878,-71.207981,G1B 3L5
gl41529,50.11632,-122.957356,V6T 1Y8
gl41530,55.759627,-120.237662,U5I 4F1
gl41531,46.118462,-74.596185,H5Y 2S9
gl41532,46.522099,-80.953035,M5V 1G5
gl41533,51.507351,-0.127758,E17 3DP
gl41534,51.227741,6.773456,40595
gl41535,39.739236,-104.990251,80289
gl41536,50.11632,-122.957356,V6T 1Y8
gl41537,48.796045,9.009571,71299
gl41538,50.110922,8.682127,65936
gl41539,51.507351,-0.127758,NW1 1LJ
gl41540,53.079296,8.801694,28759
gl41541,51.752021,-1.257726,MK17 9EA
gl41542,41.117744,-73.408158,6874
gl41543,50.834406,-0.124847,BN2 3AL
gl41544,51.507351,-0.127758,SW9 6SQ
gl41545,50.834406,-0.124847,BN2 3AL
gl41546,33.8366,-117.9143,92815
gl41547,25.76168,-80.19179,33170
gl41548,61.2181,-149.9003,99534
gl41549,51.050409,13.737262,1219
gl41550,52.486243,-1.890401,35215
gl41551,50.913425,-1.29459,SO30 0PZ
gl41552,51.752021,-1.257726,MK17 9EA
gl41553,34.052234,-118.243685,90203
gl41554,50.110922,8.682127,65936
gl41555,51.488204,-2.646076,BS9 2JR
gl41556,49.487459,8.466039,68165
gl41557,37.774929,-122.419416,94129
gl41558,55.759627,-120.237662,U5I 4F1
gl41559,49.282729,-123.120738,V5R 1W3
gl41560,25.76168,-80.19179,33176
gl41561,45.501689,-73.567256,H4G 3T4
gl41562,50.816015,-0.065917,BN2 7FG
gl41563,53.079296,8.801694,28759
gl41564,44.101126,-77.576313,K8V 4B2
gl41565,45.501689,-73.567256,H2T 9K8
gl41566,34.147785,-118.144516,91121
gl41567,50.11632,-122.957356,V6T 1Y8
gl41568,34.052234,-118.243685,90211
gl41569,45.501689,-73.567256,H2T 2J6
gl41570,44.101126,-77.576313,K8V 4B2
gl41571,49.282729,-123.120738,V6E 3D9
gl41572,45.963589,-66.643115,E3B 2H2
gl41573,43.653226,-79.383184,M1R 4K3
gl41574,50.816015,-0.065917,BN2 7FG
gl41575,32.715738,-117.161084,92129
gl41576,43.653226,-79.383184,M2M 7K8
gl41577,50.816015,-0.065917,BN2 7FG
gl41578,25.76168,-80.19179,33176
gl41579,50.110922,8.682127,60320
gl41580,49.282729,-123.120738,V1E 4R6
gl41581,49.895136,-97.138374,R2C 0M5
gl41582,48.135125,11.58198,80800
gl41583,55.759627,-120.237662,U5I 4F1
gl41584,50.110922,8.682127,60320
gl41585,51.474026,-0.987402,RG4 7BD
gl41586,48.135125,11.58198,80331
gl41587,52.486243,-1.890401,B4 7SL
gl41588,52.486243,-1.890401,B29 5DW
gl41589,52.486243,-1.890401,B20 3BA
gl41590,51.752021,-1.257726,MK17 9EA
gl41591,44.231172,-76.485954,M9K 2P4
gl41592,50.913425,-1.29459,SO30 2EB
gl41593,50.110922,8.682127,65936
gl41594,51.474026,-0.987402,RG4 7BD
gl41595,51.507351,-0.127758,N1 0DP
gl41596,51.507351,-0.127758,N1 0DP
gl41597,51.050409,13.737262,1219
gl41598,43.653226,-79.383184,M2M 6J7
gl41599,61.2181,-149.9003,99534
gl41600,45.501689,-73.567256,H2T 9K8
gl41601,52.486243,-1.890401,35215
gl41602,37.774929,-122.419416,94129
gl41603,51.507351,-0.127758,E13 8DB
gl41604,51.507351,-0.127758,SE4 2NU
gl41605,52.486243,-1.890401,B20 3BA
gl41606,51.474026,-0.987402,RG4 7BD
gl41607,50.834406,-0.124847,BN2 3AL
gl41608,50.110922,8.682127,60320
gl41609,51.507351,-0.127758,N1 6DG
gl41610,48.428421,-123.365644,V10 6T5
gl41611,52.520007,13.404954,12051
gl41612,25.76168,-80.19179,33168
gl41613,52.062193,-0.811732,MK17 9EA
gl41614,52.520007,13.404954,12051
gl41615,51.507351,-0.127758,SW9 6SQ
gl41616,34.052234,-118.243685,90211
gl41617,39.739236,-104.990251,80287
gl41618,49.282729,-123.120738,V5R 1W3
gl41619,37.774929,-122.419416,94129
gl41620,53.551085,9.993682,21037
gl41621,51.507351,-0.127758,E13 8DB
gl41622,33.8366,-117.9143,92815
gl41623,44.648764,-63.575239,B3C 2M8
gl41624,39.739236,-104.990251,80287
gl41625,51.417083,-1.150411,RG7 5NF
gl41626,45.42153,-75.697193,K1F 2R2
gl41627,48.135125,11.58198,80800
gl41628,52.486243,-1.890401,B2 4LS
gl41629,39.739236,-104.990251,80279
gl41630,52.486243,-1.890401,35215
gl41631,46.118462,-74.596185,H5Y 2S9
gl41632,49.282729,-123.120738,V6E 3Z3
gl41633,52.486243,-1.890401,B20 3BA
gl41634,49.487459,8.466039,68165
gl41635,50.844931,-0.158915,BN1 5BD
gl41636,52.520007,13.404954,10711
gl41637,43.653226,-79.383184,P1J 8T7
gl41638,49.992862,8.247253,55131
gl41639,52.520007,13.404954,12051
gl41640,43.653226,-79.383184,M8Y 4K8
gl41641,52.486243,-1.890401,35215
gl41642,51.507351,-0.127758,NW1 1LJ
gl41643,51.507351,-0.127758,SW1A 1NJ
gl41644,50.913425,-1.29459,SO30 0PZ
gl41645,61.2181,-149.9003,99534
gl41646,52.486243,-1.890401,B2 4LS
gl41647,53.079296,8.801694,28759
gl41648,37.774929,-122.419416,94127
gl41649,33.448377,-112.074037,85055
gl41650,45.501689,-73.567256,H4G 3T4
gl41651,51.227741,6.773456,40595
gl41652,50.110922,8.682127,65936
gl41653,51.1784,-115.5708,T4V 1D4
gl41654,37.804364,-122.271114,94611
gl41655,51.507351,-0.127758,N11 1BD
gl41656,51.507351,-0.127758,E15 3JR
gl41657,49.282729,-123.120738,V1E 4R6
gl41658,52.062193,-0.811732,MK17 9EA
gl41659,51.227741,6.773456,40595
gl41660,52.486243,-1.890401,B2 4LS
gl41661,51.507351,-0.127758,SE6 4NR
gl41662,51.507351,-0.127758,E13 8DB
gl41663,43.653226,-79.383184,M2M 7K8
gl41664,50.7753,6.0839,44143
gl41665,50.834406,-0.124847,BN2 3AL
gl41666,50.913425,-1.29459,SO30 0PZ
gl41667,49.282729,-123.120738,V6E 3D9
gl41668,55.759627,-120.237662,U5I 4F1
gl41669,42.984923,-81.245277,M5B 3E4
gl41670,53.551085,9.993682,21037
gl41671,34.052234,-118.243685,90203
gl41672,52.486243,-1.890401,35215
gl41673,46.813878,-71.207981,G1B 3L5
gl41674,46.813878,-71.207981,G1B 3L5
gl41675,61.2181,-149.9003,99534
gl41676,46.118462,-74.596185,H5Y 2S9
gl41677,48.796045,9.009571,71299
gl41678,33.448377,-112.074037,85052
gl41679,43.653226,-79.383184,P1L 8X8
gl41680,50.110922,8.682127,60386
gl41681,49.282729,-123.120738,V1E 4R6
gl41682,46.522099,-80.953035,M5V 1G5
gl41683,52.486243,-1.890401,B20 3BA
gl41684,50.816015,-0.065917,BN2 7FG
gl41685,25.76168,-80.19179,33168
gl41686,52.486243,-1.890401,B2 4LS
gl41687,34.052234,-118.243685,90045
gl41688,48.135125,11.58198,80800
gl41689,37.804364,-122.271114,94611
gl41690,50.834406,-0.124847,BN2 3AL
gl41691,51.507351,-0.127758,N1 6DG
gl41692,52.486243,-1.890401,B20 3BA
gl41693,51.507351,-0.127758,E10 5AQ
gl41694,50.816015,-0.065917,BN2 7FG
gl41695,25.76168,-80.19179,33169
gl41696,53.551085,9.993682,21037
gl41697,51.227741,6.773456,40595
gl41698,50.913425,-1.29459,SO30 2EB
gl41699,33.448377,-112.074037,85055
gl41700,51.752021,-1.257726,OX4 4YW
gl41701,39.739236,-104.990251,80279
gl41702,34.147785,-118.144516,91121
gl41703,52.486243,-1.890401,35215
gl41704,51.227741,6.773456,40595
gl41705,45.501689,-73.567256,H2T 9K8
gl41706,49.895136,-97.138374,R3R 3T4
gl41707,39.739072,-75.539788,19821
gl41708,48.135125,11.58198,80331
gl41709,44.648764,-63.575239,B3C 2M8
gl41710,32.715738,-117.161084,92132
gl41711,53.079296,8.801694,28759
gl41712,45.501689,-73.567256,H4G 3T4
gl41713,43.653226,-79.383184,P2T 6G3
gl41714,49.98875,8.421698,65428
gl41715,50.11632,-122.957356,V6T 1Y8
gl41716,40.014986,-105.270546,80339
gl41717,51.507351,-0.127758,E14 7L8
gl41718,45.501689,-73.567256,H2T 2J6
gl41719,46.087817,-64.778231,E1A 2A7
gl41720,39.739236,-104.990251,80286
gl41721,52.520007,13.404954,12051
gl41722,52.486243,-1.890401,35215
gl41723,48.135125,11.58198,80331
gl41724,45.501689,-73.567256,H4G 3T4
gl41725,38.833882,-104.821363,80925
gl41726,37.354108,-121.955236,95067
gl41727,34.052234,-118.243685,90203
gl41728,51.4073,8.0528,59756
gl41729,52.486243,-1.890401,B2 4LS
gl41730,50.844931,-0.158915,BN1 5BD
gl41731,50.913425,-1.29459,SO30 0PZ
gl41732,46.813878,-71.207981,G1B 3L5
gl41733,39.739072,-75.539788,19821
gl41734,25.76168,-80.19179,33176
gl41735,51.752021,-1.257726,MK17 9EA
gl41736,52.520007,13.404954,10711
gl41737,25.76168,-80.19179,33169
gl41738,49.98875,8.421698,65428
gl41739,52.486243,-1.890401,B4 7SL
gl41740,28.538335,-81.379236,32812
gl41741,46.813878,-71.207981,G1B 3L5
gl41742,51.227741,6.773456,40595
gl41743,53.551085,9.993682,21037
gl41744,49.282729,-123.120738,V5R 1W3
gl41745,49.282729,-123.120738,V6E 3Z3
gl41746,49.282729,-123.120738,V6E 3D9
gl41747,48.135125,11.58198,80800
gl41748,51.507351,-0.127758,SE4 2NU
gl41749,49.282729,-123.120738,V6E 3D9
gl41750,51.507351,-0.127758,NW1 1LJ
gl41751,51.752021,-1.257726,OX4 4YW
gl41752,45.428731,-75.713366,J8Y 3Z5
gl41753,48.544192,12.146853,84028
gl41754,51.048615,-114.070846,T3E 2V9
gl41755,50.837645,-0.122104,BN2 4DA
gl41756,53.551085,9.993682,21037
gl41757,39.739236,-104.990251,80287
gl41758,49.282729,-123.120738,V6E 3Z3
gl41759,53.079296,8.801694,28759
gl41760,41.117744,-73.408158,6874
gl41761,43.653226,-79.383184,M2M 7K8
gl41762,52.062193,-0.811732,MK17 9EA
gl41763,50.11632,-122.957356,V6T 1Y8
gl41764,55.759627,-120.237662,U5I 4F1
gl41765,51.507351,-0.127758,E15 3JR
gl41766,37.774929,-122.419416,94133
gl41767,49.282729,-123.120738,V1E 4R6
gl41768,53.079296,8.801694,28759
gl41769,37.869902,-122.270013,94712
gl41770,51.507351,-0.127758,E15 3JR
gl41771,51.050409,13.737262,1219
gl41772,37.869902,-122.270013,94712
gl41773,25.76168,-80.19179,33166
gl41774,51.050409,13.737262,1219
gl41775,50.834406,-0.124847,BN2 3AL
gl41776,43.653226,-79.383184,P1W 1K4
gl41777,52.062193,-0.811732,MK17 9EA
gl41778,45.501689,-73.567256,H4G 3T4
gl41779,52.486243,-1.890401,35215
gl41780,49.895136,-97.138374,R2C 0M5
gl41781,48.135125,11.58198,80331
gl41782,39.739236,-104.990251,80289
gl41783,25.76168,-80.19179,33168
gl41784,39.739236,-104.990251,80287
gl41785,52.486243,-1.890401,B20 3BA
gl41786,45.42153,-75.697193,K1F 2R2
gl41787,37.354108,-121.955236,95067
gl41788,55.759627,-120.237662,U5I 4F1
gl41789,44.648764,-63.575239,B3C 2M8
gl41790,45.501689,-73.567256,H4G 3T4
gl41791,47.56151,-52.712577,A1C 6H9
gl41792,52.520007,13.404954,10711
gl41793,51.752021,-1.257726,OX4 4YW
gl41794,43.653226,-79.383184,P1W 1K4
gl41795,51.050409,13.737262,1219
gl41796,49.282729,-123.120738,V6E 3D9
gl41797,25.76168,-80.19179,33024
gl41798,51.474026,-0.987402,RG4 7BD
gl41799,52.678419,-2.445258,TZ3 4BW
gl41800,52.375892,9.73201,30627
gl41801,44.101126,-77.576313,K8V 4B2
gl41802,28.538335,-81.379236,32812
gl41803,51.507351,-0.127758,E17 3DP
gl41804,49.282729,-123.120738,V1E 4R6
gl41805,51.507351,-0.127758,SW9 6SQ
gl41806,51.507351,-0.127758,SE4 2NU
gl41807,55.759627,-120.237662,U5I 4F1
gl41808,50.844931,-0.158915,BN1 5BD
gl41809,49.452102,11.076665,90451
gl41810,52.486243,-1.890401,B29 5DW
gl41811,50.11632,-122.957356,V6T 1Y8
gl41812,52.486243,-1.890401,B2 4LS
gl41813,48.428421,-123.365644,V10 6T5
gl41814,45.428731,-75.713366,J8Y 3Z5
gl41815,45.963589,-66.643115,E3B 2H2
gl41816,34.052234,-118.243685,90101
gl41817,43.653226,-79.383184,M2Z 4K1
gl41818,52.486243,-1.890401,35215
gl41819,51.1784,-115.5708,T4V 1D4
gl41820,51.507351,-0.127758,E17 3DP
gl41821,49.282729,-123.120738,V1E 4R6
gl41822,52.520007,13.404954,10711
gl41823,51.752021,-1.257726,OX4 4QL
gl41824,52.375892,9.73201,30627
gl41825,46.522099,-80.953035,M5V 1G5
gl41826,43.653226,-79.383184,M2Z 4K1
gl41827,49.992862,8.247253,55131
gl41828,52.486243,-1.890401,35215
gl41829,46.813878,-71.207981,G1B 3L5
gl41830,52.062193,-0.811732,MK17 0PR
gl41831,39.739236,-104.990251,80286
gl41832,52.486243,-1.890401,35215
gl41833,33.8366,-117.9143,92815
gl41834,52.520007,13.404954,12051
gl41835,49.452102,11.076665,90451
gl41836,51.227741,6.773456,40595
gl41837,34.052234,-118.243685,90203
gl41838,49.895136,-97.138374,R6Y 4T5
gl41839,25.76168,-80.19179,33169
gl41840,52.486243,-1.890401,35215
gl41841,52.486243,-1.890401,B4 7SL
gl41842,49.282729,-123.120738,V5R 1W3
gl41843,39.739236,-104.990251,80279
gl41844,51.481845,7.216236,44867
gl41845,28.538335,-81.379236,32812
gl41846,25.76168,-80.19179,33170
gl41847,51.507351,-0.127758,SW9 6SQ
gl41848,51.227741,6.773456,40595
gl41849,50.844931,-0.158915,BN1 5BD
gl41850,49.282729,-123.120738,V5R 1W3
gl41851,34.052234,-118.243685,90060
gl41852,33.448377,-112.074037,85055
gl41853,51.474026,-0.987402,RG4 7BD
gl41854,37.774929,-122.419416,94155
gl41855,50.844931,-0.158915,BN1 5BD
gl41856,50.816015,-0.065917,BN2 7FG
gl41857,49.282729,-123.120738,V6E 3Z3
gl41858,39.739236,-104.990251,80289
gl41859,34.052234,-118.243685,90101
gl41860,45.42153,-75.697193,K1F 2R2
gl41861,53.079296,8.801694,28759
gl41862,51.1784,-115.5708,T4V 1D4
gl41863,52.486243,-1.890401,B20 3BA
gl41864,52.486243,-1.890401,35215
gl41865,33.749,-84.388,30352
gl41866,53.551085,9.993682,21037
gl41867,50.834406,-0.124847,BN2 3AL
gl41868,50.110922,8.682127,65936
gl41869,43.653226,-79.383184,P1W 1K4
gl41870,50.913425,-1.29459,SO30 0PZ
gl41871,46.522099,-80.953035,M5V 1G5
gl41872,33.448377,-112.074037,85052
gl41873,48.135125,11.58198,80331
gl41874,46.118462,-74.596185,H5Y 2S9
gl41875,39.739236,-104.990251,80289
gl41876,43.653226,-79.383184,M1R 4K3
gl41877,45.501689,-73.567256,H2Y 2W2
gl41878,55.759627,-120.237662,U5I 4F1
gl41879,33.749,-84.388,30352
gl41880,52.486243,-1.890401,B20 3BA
gl41881,49.282729,-123.120738,V1E 4R6
gl41882,49.282729,-123.120738,V6E 3Z3
gl41883,40.014986,-105.270546,80332
gl41884,51.507351,-0.127758,N11 1BD
gl41885,51.436477,-0.914127,RG6 7JR
gl41886,52.486243,-1.890401,B20 3BA
gl41887,34.052234,-118.243685,90045
gl41888,51.050409,13.737262,1219
gl41889,51.050409,13.737262,1219
gl41890,50.834406,-0.124847,BN2 3AL
gl41891,50.913425,-1.29459,SO30 2EB
gl41892,33.448377,-112.074037,85052
gl41893,43.653226,-79.383184,P1J 8T7
gl41894,39.739236,-104.990251,80287
gl41895,37.354108,-121.955236,95067
gl41896,55.759627,-120.237662,U5I 4F1
gl41897,48.135125,11.58198,80331
gl41898,50.110922,8.682127,65936
gl41899,51.16522,7.067116,42697
gl41900,53.079296,8.801694,28759
gl41901,33.749,-84.388,30352
gl41902,49.487459,8.466039,68165
gl41903,55.759627,-120.237662,U5I 4F1
gl41904,43.653226,-79.383184,M8Y 4K8
gl41905,51.507351,-0.127758,E15 3JR
gl41906,33.749,-84.388,30364
gl41907,49.328625,-123.160198,V6V 8Z3
gl41908,48.135125,11.58198,80331
gl41909,52.486243,-1.890401,B2 4LS
gl41910,51.050409,13.737262,1219
gl41911,50.110922,8.682127,60320
gl41912,49.282729,-123.120738,V1E 4R6
gl41913,43.653226,-79.383184,M2P 4F6
gl41914,50.11632,-122.957356,V6T 1Y8
gl41915,37.354108,-121.955236,95067
gl41916,48.135125,11.58198,80800
gl41917,43.653226,-79.383184,M2M 7K8
gl41918,46.813878,-71.207981,G1B 3L5
gl41919,46.522099,-80.953035,M5V 1G5
gl41920,51.227741,6.773456,40595
gl41921,25.76168,-80.19179,33176
gl41922,50.11632,-122.957356,V6T 1Y8
gl41923,49.282729,-123.120738,V5R 1W3
gl41924,45.42153,-75.697193,K1F 2R2
gl41925,34.052234,-118.243685,90045
gl41926,43.653226,-79.383184,P2T 6G3
gl41927,48.796045,9.009571,71299
gl41928,25.76168,-80.19179,33169
gl41929,37.774929,-122.419416,94127
gl41930,49.328625,-123.160198,V6V 8Z3
gl41931,51.507351,-0.127758,N1 0DP
gl41932,50.913425,-1.29459,SO30 0PZ
gl41933,50.937531,6.960279,51149
gl41934,45.501689,-73.567256,H4G 3T4
gl41935,33.448377,-112.074037,85055
gl41936,45.42153,-75.697193,K1F 2R2
gl41937,37.774929,-122.419416,94155
gl41938,51.507351,-0.127758,E13 8DB
gl41939,51.050409,13.737262,1219
gl41940,51.507351,-0.127758,SE4 2NU
gl41941,33.448377,-112.074037,85055
gl41942,48.135125,11.58198,80331
gl41943,45.501689,-73.567256,H2T 9K8
gl41944,52.520007,13.404954,10711
gl41945,50.913425,-1.29459,SO30 2EB
gl41946,58.301944,-134.419722,99821
gl41947,33.448377,-112.074037,85052
gl41948,49.487459,8.466039,68165
gl41949,37.804364,-122.271114,94611
gl41950,50.913425,-1.29459,SO30 2EB
gl41951,43.653226,-79.383184,M1R 4K3
gl41952,34.052234,-118.243685,90101
gl41953,39.739236,-104.990251,80286
gl41954,45.501689,-73.567256,H2Y 4R4
gl41955,45.501689,-73.567256,H4G 3T4
gl41956,52.486243,-1.890401,B2 4LS
gl41957,49.282729,-123.120738,V6E 3Z3
gl41958,44.101126,-77.576313,K8V 4B2
gl41959,49.328625,-123.160198,V6V 8Z3
gl41960,48.135125,11.58198,80800
gl41961,49.895136,-97.138374,R2C 0M5
gl41962,48.544192,12.146853,84028
gl41963,45.501689,-73.567256,H2Y 2W2
gl41964,50.937531,6.960279,51149
gl41965,39.739236,-104.990251,80286
gl41966,34.052234,-118.243685,90203
gl41967,33.749,-84.388,30352
gl41968,45.501689,-73.567256,H2T 9K8
gl41969,33.448377,-112.074037,85055
gl41970,52.520007,13.404954,10711
gl41971,56.234182,-117.289384,T9O 2W2
gl41972,39.739236,-104.990251,80287
gl41973,32.715738,-117.161084,92129
gl41974,49.452102,11.076665,90451
gl41975,33.448377,-112.074037,85055
gl41976,52.375892,9.73201,30627
gl41977,45.501689,-73.567256,H2Y 4R4
gl41978,51.050409,13.737262,1219
gl41979,34.052234,-118.243685,90045
gl41980,52.375892,9.73201,30627
gl41981,51.050409,13.737262,1219
gl41982,43.653226,-79.383184,M1R 4K3
gl41983,52.486243,-1.890401,35215
gl41984,25.76168,-80.19179,33168
gl41985,32.715738,-117.161084,92112
gl41986,39.739236,-104.990251,80287
gl41987,50.110922,8.682127,65936
gl41988,51.507351,-0.127758,N1 6DG
gl41989,50.110922,8.682127,60386
gl41990,45.501689,-73.567256,H4G 3T4
gl41991,34.052234,-118.243685,90101
gl41992,37.354108,-121.955236,95067
gl41993,52.486243,-1.890401,B2 4LS
gl41994,33.448377,-112.074037,85055
gl41995,50.913425,-1.29459,SO30 0PZ
gl41996,34.052234,-118.243685,90060
gl41997,51.4073,8.0528,59756
gl41998,52.486243,-1.890401,35215
gl41999,50.834406,-0.124847,BN2 3AL
gl42000,50.913425,-1.29459,SO30 0PZ
gl42001,50.110922,8.682127,60320
gl42002,43.653226,-79.383184,P1J 8T7
gl42003,50.816015,-0.065917,BN2 7FG
gl42004,50.11632,-122.957356,V6T 1Y8
gl42005,52.486243,-1.890401,B20 3BA
gl42006,48.544192,12.146853,84028
gl42007,50.110922,8.682127,65936
gl42008,47.56151,-52.712577,A1C 6H9
gl42009,52.486243,-1.890401,35215
gl42010,52.486243,-1.890401,B20 3BA
gl42011,52.486243,-1.890401,B29 5DW
gl42012,39.739072,-75.539788,19821
gl42013,49.282729,-123.120738,V6E 3D9
gl42014,49.282729,-123.120738,V6E 3D9
gl42015,50.11632,-122.957356,V6T 1Y8
gl42016,43.653226,-79.383184,P1J 8T7
gl42017,34.052234,-118.243685,90211
gl42018,52.486243,-1.890401,B2 4LS
gl42019,46.118462,-74.596185,H5Y 2S9
gl42020,50.110922,8.682127,65936
gl42021,52.678419,-2.445258,TZ3 4BW
gl42022,51.050409,13.737262,1219
gl42023,46.522099,-80.953035,M5V 1G5
gl42024,52.375892,9.73201,30629
gl42025,53.079296,8.801694,28759
gl42026,50.816015,-0.065917,BN2 7FG
gl42027,46.522099,-80.953035,M5V 1G5
gl42028,34.147785,-118.144516,91121
gl42029,53.079296,8.801694,28759
gl42030,49.282729,-123.120738,V5R 1W3
gl42031,50.913425,-1.29459,SO30 2EB
gl42032,33.448377,-112.074037,85052
gl42033,44.231172,-76.485954,M9K 2P4
gl42034,51.488204,-2.646076,BS9 2JR
gl42035,51.507351,-0.127758,N1 6DG
gl42036,51.752021,-1.257726,OX4 4QL
